,trialsIdx,conditions,rOri,lOri,xvals,respLoc,accuracy,targetLoc,RT,factor2
0,1,1,0.75,-0.75,0.497498683,1,0,1,8.252914906,1
3,4,0,0.75,0.75,0.170426826,1,1,2,0.693966866,1
5,6,0,0.75,0.75,0.02,1,1,2,0.606008291,1
6,7,1,-0.75,0.75,0.099749555,1,1,1,0.350815773,1
7,8,0,-0.75,0.75,0.170426826,1,1,1,0.499462843,1
8,9,1,-0.75,-0.75,0.058382673,1,1,1,0.492575169,1
9,10,0,-0.75,0.75,0.058382673,1,1,1,0.506805897,1
10,11,1,-0.75,0.75,0.170426826,1,1,1,0.36308527,1
11,12,0,-0.75,-0.75,0.85,1,1,1,0.464446783,1
12,13,1,0.75,-0.75,0.291182282,1,0,1,5.617434025,1
15,16,1,-0.75,0.75,0.034170945,1,1,1,0.42476368,1
18,19,1,-0.75,-0.75,0.291182282,1,1,1,0.571879864,1
19,20,1,0.75,-0.75,0.058382673,1,0,1,0.342204332,1
20,21,1,-0.75,0.75,0.034170945,1,1,1,0.440591335,1
21,22,-1,0.75,-0.75,0.497498683,1,1,2,0.71393609,1
22,23,0,-0.75,0.75,0.034170945,1,0,2,0.549817085,1
24,25,1,-0.75,-0.75,0.170426826,1,1,1,0.409138441,1
25,26,-1,-0.75,0.75,0.497498683,1,1,1,0.507744551,1
26,27,0,-0.75,0.75,0.02,1,1,1,0.427428961,1
32,33,1,0.75,-0.75,0.034170945,1,0,1,0.401232243,1
33,34,1,0.75,0.75,0.85,1,0,1,0.376991034,1
36,37,-1,0.75,0.75,0.02,1,0,1,0.524841309,1
37,38,1,0.75,0.75,0.291182282,1,0,1,0.589980125,1
40,41,1,-0.75,-0.75,0.099749555,1,1,1,0.322130919,1
43,44,0,0.75,0.75,0.497498683,1,0,1,0.542216063,1
44,45,0,0.75,0.75,0.497498683,1,0,1,0.727780581,1
49,50,1,0.75,-0.75,0.099749555,1,0,1,0.579329967,1
54,55,1,-0.75,-0.75,0.291182282,1,1,1,0.613678932,1
56,57,1,0.75,0.75,0.170426826,1,1,2,0.473358154,1
57,58,-1,0.75,0.75,0.02,1,0,1,0.517840862,1
60,61,1,-0.75,-0.75,0.02,1,1,1,0.599734306,1
61,62,0,-0.75,0.75,0.058382673,1,1,1,0.440024614,1
65,66,1,0.75,0.75,0.170426826,1,0,1,0.32777977,1
66,67,1,-0.75,0.75,0.497498683,1,1,1,0.402456045,1
68,69,1,0.75,-0.75,0.034170945,1,1,2,0.466720104,1
69,70,1,-0.75,0.75,0.02,1,0,2,0.449407101,1
70,71,1,-0.75,0.75,0.497498683,1,1,1,0.344291449,1
74,75,1,-0.75,-0.75,0.034170945,1,0,2,0.35498023,1
77,78,0,-0.75,-0.75,0.170426826,1,0,2,1.19217205,1
78,79,-1,-0.75,-0.75,0.034170945,1,1,1,0.758573294,1
79,80,-1,0.75,0.75,0.497498683,1,0,1,0.682930946,1
81,82,1,-0.75,0.75,0.034170945,1,1,1,0.431221962,1
84,85,0,-0.75,-0.75,0.034170945,1,1,1,0.673857212,1
89,90,1,0.75,-0.75,0.099749555,1,0,1,0.575284719,1
90,91,1,0.75,0.75,0.291182282,1,0,1,0.424137354,1
92,93,-1,0.75,-0.75,0.291182282,1,1,2,0.504737616,1
94,95,1,-0.75,-0.75,0.02,1,0,2,0.498871088,1
95,96,0,0.75,0.75,0.034170945,1,0,1,0.526828766,1
103,51,0,0.75,0.75,0.099749555,1,0,1,0.397880316,1
105,56,1,-0.75,-0.75,0.034170945,1,1,1,0.399197817,1
107,94,-1,-0.75,0.75,0.497498683,1,1,1,0.43558073,1
108,98,1,-0.75,0.75,0.058382673,1,1,1,0.347101212,1
109,2,1,-0.75,0.75,0.058382673,1,1,1,0.30903101,1
112,103,-1,-0.75,0.75,0.058382673,1,1,1,0.866592407,1
113,104,1,-0.75,0.75,0.85,1,1,1,0.546692133,1
118,109,0,0.75,0.75,0.291182282,1,1,2,0.446943045,1
120,111,0,0.75,0.75,0.099749555,1,0,1,0.469232082,1
121,112,-1,-0.75,-0.75,0.170426826,1,0,2,0.764557838,1
122,113,1,-0.75,-0.75,0.02,1,0,2,0.58894515,1
125,116,-1,0.75,0.75,0.058382673,1,0,1,0.569210291,1
130,121,1,0.75,0.75,0.034170945,1,0,1,0.823679686,1
131,122,1,-0.75,0.75,0.099749555,1,1,1,0.550600052,1
134,125,1,0.75,-0.75,0.058382673,1,1,2,0.693137646,1
136,127,1,-0.75,-0.75,0.058382673,1,1,1,0.393129826,1
143,134,-1,0.75,0.75,0.034170945,1,0,1,0.57464695,1
147,138,-1,-0.75,0.75,0.034170945,1,1,1,0.660265207,1
150,141,0,0.75,-0.75,0.497498683,1,0,1,0.58891511,1
158,149,1,-0.75,0.75,0.170426826,1,1,1,0.333544731,1
159,150,-1,-0.75,0.75,0.497498683,1,1,1,0.544813871,1
161,152,1,-0.75,0.75,0.85,1,1,1,0.683176994,1
162,153,-1,-0.75,-0.75,0.02,1,0,2,0.722312689,1
165,156,1,-0.75,0.75,0.058382673,1,1,1,0.414280891,1
167,158,1,-0.75,-0.75,0.85,1,1,1,0.342480183,1
168,159,1,0.75,0.75,0.02,1,1,2,1.154689312,1
172,163,0,0.75,-0.75,0.170426826,1,0,1,1.126312017,1
175,166,1,-0.75,0.75,0.034170945,1,1,1,0.495307207,1
176,167,1,-0.75,0.75,0.170426826,1,1,1,0.332406044,1
177,168,1,0.75,0.75,0.058382673,1,0,1,0.505102873,1
179,170,1,-0.75,-0.75,0.291182282,1,1,1,0.605634451,1
180,171,1,-0.75,0.75,0.02,1,1,1,0.642014027,1
183,174,1,-0.75,-0.75,0.099749555,1,1,1,1.05250001,1
185,176,1,0.75,-0.75,0.85,1,1,2,0.870723009,1
186,177,1,-0.75,-0.75,0.170426826,1,1,1,0.407178164,1
188,179,1,0.75,0.75,0.497498683,1,0,1,0.649690628,1
189,180,1,0.75,-0.75,0.291182282,1,1,2,0.441492081,1
191,182,-1,0.75,-0.75,0.099749555,1,1,2,1.183945179,1
192,183,1,0.75,0.75,0.099749555,1,1,2,0.743778706,1
194,185,1,0.75,-0.75,0.02,1,0,1,0.52105689,1
195,186,1,0.75,-0.75,0.099749555,1,0,1,0.884325743,1
198,189,0,0.75,-0.75,0.170426826,1,0,1,1.076077223,1
199,190,0,-0.75,-0.75,0.170426826,1,1,1,0.678318262,1
202,193,-1,0.75,-0.75,0.497498683,1,1,2,0.972395897,1
204,195,1,-0.75,0.75,0.497498683,1,1,1,0.777747631,1
205,196,1,0.75,-0.75,0.099749555,1,1,2,0.407780886,1
208,199,-1,-0.75,-0.75,0.497498683,1,1,1,0.475270271,1
211,110,-1,-0.75,-0.75,0.170426826,1,0,2,0.646903992,1
212,115,-1,0.75,0.75,0.058382673,1,0,1,0.665994644,1
214,123,1,0.75,-0.75,0.02,1,0,1,0.465116739,1
215,139,1,0.75,-0.75,0.099749555,1,1,2,0.666979074,1
217,187,-1,-0.75,-0.75,0.85,1,1,1,0.686245918,1
222,203,0,0.75,-0.75,0.058382673,1,1,2,0.675692081,1
227,208,1,-0.75,0.75,0.034170945,1,1,1,0.364251852,1
228,209,-1,-0.75,-0.75,0.497498683,1,1,1,0.71488905,1
230,211,-1,0.75,0.75,0.170426826,1,1,2,0.510453224,1
231,212,0,-0.75,-0.75,0.02,1,1,1,0.429629087,1
242,223,1,0.75,0.75,0.058382673,1,0,1,1.034446955,1
244,225,1,-0.75,0.75,0.291182282,1,1,1,0.394644976,1
246,227,-1,0.75,0.75,0.85,1,1,2,0.633428574,1
247,228,1,0.75,0.75,0.85,1,0,1,0.516135693,1
249,230,1,-0.75,0.75,0.02,1,1,1,0.498494387,1
251,232,0,-0.75,0.75,0.291182282,1,1,1,0.420838833,1
252,233,-1,-0.75,0.75,0.034170945,1,0,2,0.580350161,1
254,235,1,0.75,-0.75,0.497498683,1,1,2,0.557574034,1
255,236,-1,-0.75,0.75,0.291182282,1,1,1,0.521095753,1
256,237,1,0.75,0.75,0.85,1,1,2,1.381715775,1
259,240,-1,0.75,-0.75,0.099749555,1,0,1,1.110268593,1
260,241,-1,-0.75,0.75,0.85,1,1,1,0.438829899,1
262,243,1,-0.75,0.75,0.02,1,0,2,0.698960066,1
263,244,0,0.75,-0.75,0.291182282,1,1,2,0.453607798,1
265,246,0,0.75,0.75,0.02,1,0,1,0.600233078,1
268,249,1,0.75,-0.75,0.291182282,1,1,2,0.68329215,1
269,250,1,0.75,0.75,0.170426826,1,1,2,0.41495204,1
279,260,0,0.75,0.75,0.85,1,1,2,0.573481798,1
280,261,1,0.75,-0.75,0.034170945,1,1,2,0.48495388,1
281,262,1,-0.75,-0.75,0.85,1,1,1,0.419702768,1
285,266,-1,0.75,0.75,0.85,1,0,1,0.917058706,1
287,268,1,0.75,-0.75,0.497498683,1,1,2,0.391003847,1
290,271,1,0.75,-0.75,0.497498683,1,1,2,0.762029886,1
291,272,0,-0.75,0.75,0.034170945,1,1,1,0.50404501,1
292,273,1,-0.75,0.75,0.85,1,0,2,1.219825745,1
295,276,1,0.75,-0.75,0.099749555,1,0,1,0.448154211,1
296,277,1,-0.75,0.75,0.170426826,1,0,2,1.155376196,1
298,279,-1,-0.75,-0.75,0.291182282,1,1,1,0.532203674,1
300,281,1,-0.75,0.75,0.058382673,1,0,2,0.526385784,1
304,285,1,0.75,0.75,0.099749555,1,1,2,0.588139772,1
305,286,0,0.75,-0.75,0.058382673,1,0,1,0.925615311,1
306,287,0,0.75,0.75,0.034170945,1,1,2,0.55060935,1
307,288,0,-0.75,0.75,0.291182282,1,1,1,0.459000111,1
308,289,1,-0.75,0.75,0.058382673,1,1,1,0.402299881,1
309,290,1,0.75,0.75,0.291182282,1,1,2,0.674869537,1
310,291,-1,-0.75,0.75,0.058382673,1,1,1,0.911356926,1
317,298,1,0.75,0.75,0.034170945,1,1,2,0.510623932,1
318,299,1,-0.75,0.75,0.058382673,1,0,2,0.486416101,1
319,300,1,-0.75,0.75,0.034170945,1,0,2,0.864099979,1
321,256,1,0.75,-0.75,0.291182282,1,1,2,0.607024908,1
324,302,0,0.75,-0.75,0.497498683,1,1,2,0.702934027,1
327,305,1,-0.75,0.75,0.291182282,1,1,1,0.696109772,1
329,307,1,0.75,-0.75,0.291182282,1,1,2,0.52550292,1
333,311,0,-0.75,0.75,0.099749555,1,1,1,0.673096895,1
337,315,-1,0.75,-0.75,0.02,1,0,1,0.628278494,1
339,317,-1,-0.75,-0.75,0.497498683,1,1,1,0.808738947,1
340,318,1,0.75,0.75,0.058382673,1,1,2,0.705833912,1
341,319,0,-0.75,-0.75,0.497498683,1,1,1,1.285835743,1
347,325,1,-0.75,-0.75,0.034170945,1,1,1,0.660830975,1
352,330,1,-0.75,-0.75,0.85,1,1,1,0.348481894,1
353,331,0,-0.75,-0.75,0.85,1,1,1,0.32750988,1
354,332,1,-0.75,0.75,0.02,1,0,2,0.347729921,1
357,335,-1,-0.75,0.75,0.291182282,1,1,1,0.533989191,1
358,336,0,-0.75,0.75,0.058382673,1,0,2,0.407939911,1
359,337,1,0.75,-0.75,0.85,1,1,2,0.870150805,1
361,339,1,0.75,-0.75,0.02,1,1,2,0.580138683,1
363,341,1,-0.75,-0.75,0.291182282,1,1,1,0.27511549,1
367,345,0,-0.75,0.75,0.034170945,1,1,1,0.494035006,1
368,346,-1,-0.75,0.75,0.02,1,0,2,0.428683758,1
371,349,1,0.75,0.75,0.170426826,1,1,2,0.401534081,1
373,351,0,-0.75,0.75,0.02,1,0,2,0.414299965,1
377,355,1,0.75,0.75,0.170426826,1,0,1,0.459808588,1
378,356,0,-0.75,-0.75,0.034170945,1,1,1,0.955175638,1
379,357,-1,0.75,0.75,0.034170945,1,1,2,0.907631636,1
382,360,-1,-0.75,0.75,0.058382673,1,1,1,0.567290545,1
383,361,-1,-0.75,0.75,0.170426826,1,1,1,0.511755943,1
385,363,-1,-0.75,0.75,0.034170945,1,0,2,0.449682951,1
386,364,1,0.75,0.75,0.497498683,1,0,1,0.656686068,1
388,366,1,-0.75,-0.75,0.02,1,1,1,0.58691597,1
392,370,1,0.75,0.75,0.058382673,1,1,2,1.268582344,1
393,371,0,0.75,-0.75,0.02,1,1,2,0.49718976,1
394,372,0,-0.75,-0.75,0.291182282,1,1,1,0.391812563,1
397,375,1,-0.75,0.75,0.099749555,1,1,1,0.56394577,1
398,376,-1,-0.75,0.75,0.02,1,0,2,0.548434019,1
399,377,-1,-0.75,0.75,0.099749555,1,0,2,0.975714922,1
401,379,1,-0.75,0.75,0.291182282,1,1,1,0.289571285,1
402,380,0,0.75,0.75,0.497498683,1,1,2,0.672109604,1
403,381,0,-0.75,0.75,0.034170945,1,1,1,0.428947687,1
404,382,-1,-0.75,-0.75,0.058382673,1,0,2,0.590389013,1
405,383,-1,0.75,0.75,0.291182282,1,1,2,1.406024694,1
408,386,1,-0.75,0.75,0.170426826,1,1,1,0.404852867,1
410,388,0,-0.75,0.75,0.170426826,1,1,1,0.487200022,1
412,390,1,-0.75,-0.75,0.058382673,1,1,1,0.958563805,1
413,391,-1,0.75,0.75,0.034170945,1,1,2,1.063760757,1
414,392,-1,-0.75,-0.75,0.058382673,1,1,1,0.45860672,1
415,393,-1,0.75,-0.75,0.170426826,1,0,1,0.878867149,1
416,394,1,-0.75,-0.75,0.85,1,1,1,1.043381929,1
418,396,0,-0.75,-0.75,0.85,1,1,1,0.452603817,1
419,397,0,0.75,0.75,0.034170945,1,0,1,0.603856087,1
421,399,1,-0.75,0.75,0.497498683,1,1,1,0.535891056,1
422,400,1,0.75,-0.75,0.291182282,1,1,2,1.037136078,1
423,385,-1,0.75,-0.75,0.291182282,1,1,2,0.76382041,1
424,401,-1,-0.75,0.75,0.85,1,1,1,0.622442961,1
425,402,1,-0.75,-0.75,0.099749555,1,0,2,0.914337397,1
426,403,1,0.75,-0.75,0.291182282,1,0,1,0.468622684,1
428,405,1,0.75,-0.75,0.099749555,1,1,2,0.782330036,1
431,408,-1,0.75,-0.75,0.170426826,1,0,1,0.696884632,1
432,409,0,0.75,-0.75,0.099749555,1,1,2,0.834538937,1
433,410,0,-0.75,0.75,0.497498683,1,1,1,0.385719299,1
434,411,-1,-0.75,0.75,0.497498683,1,1,1,0.354313135,1
435,412,0,0.75,-0.75,0.034170945,1,0,1,0.68970418,1
436,413,0,0.75,-0.75,0.170426826,1,1,2,0.50158,1
438,415,1,-0.75,-0.75,0.291182282,1,1,1,0.36183238,1
441,418,1,-0.75,-0.75,0.02,1,0,2,1.33446312,1
444,421,1,0.75,0.75,0.058382673,1,0,1,0.813383818,1
445,422,1,-0.75,-0.75,0.291182282,1,1,1,0.737318993,1
448,425,1,-0.75,0.75,0.170426826,1,1,1,0.464025259,1
450,427,1,-0.75,0.75,0.058382673,1,1,1,0.471633911,1
453,430,0,0.75,-0.75,0.099749555,1,1,2,1.14745307,1
456,433,1,-0.75,-0.75,0.058382673,1,1,1,0.559080362,1
457,434,0,0.75,0.75,0.170426826,1,0,1,1.562535763,1
460,437,1,-0.75,-0.75,0.02,1,1,1,0.933768511,1
464,441,1,0.75,0.75,0.02,1,0,1,0.670248032,1
465,442,0,0.75,-0.75,0.034170945,1,0,1,1.071771145,1
466,443,1,-0.75,0.75,0.497498683,1,1,1,0.484725714,1
472,449,-1,-0.75,-0.75,0.497498683,1,1,1,0.576588869,1
474,451,1,0.75,-0.75,0.058382673,1,0,1,0.776472807,1
475,452,1,-0.75,0.75,0.058382673,1,1,1,1.105439901,1
477,454,0,-0.75,0.75,0.034170945,1,1,1,0.698276997,1
479,456,1,0.75,-0.75,0.058382673,1,1,2,0.884095907,1
480,457,0,0.75,0.75,0.291182282,1,0,1,0.634720802,1
481,458,1,-0.75,0.75,0.02,1,1,1,0.495699167,1
482,459,1,-0.75,0.75,0.02,1,1,1,0.532414913,1
485,462,-1,-0.75,0.75,0.099749555,1,0,2,0.901919127,1
486,463,-1,0.75,0.75,0.170426826,1,1,2,0.903937817,1
488,465,-1,0.75,-0.75,0.85,1,1,2,2.58631444,1
490,467,0,0.75,0.75,0.099749555,1,0,1,0.577393532,1
495,472,0,0.75,0.75,0.85,1,1,2,1.323432922,1
497,474,1,0.75,0.75,0.291182282,1,1,2,0.761413813,1
498,475,0,-0.75,0.75,0.099749555,1,1,1,0.350858212,1
501,478,1,0.75,0.75,0.85,1,1,2,0.310363293,1
508,485,1,0.75,-0.75,0.058382673,1,1,2,0.726509809,1
509,486,-1,0.75,0.75,0.170426826,1,1,2,1.010503769,1
512,489,1,0.75,0.75,0.034170945,1,0,1,0.899500132,1
515,492,1,0.75,0.75,0.099749555,1,1,2,0.467119932,1
518,495,1,0.75,-0.75,0.291182282,1,0,1,1.587005377,1
521,498,1,-0.75,0.75,0.034170945,1,0,2,1.08059001,1
525,501,1,0.75,0.75,0.058382673,1,0,1,0.758152246,1
528,504,-1,0.75,-0.75,0.85,1,1,2,0.642222643,1
531,507,-1,0.75,-0.75,0.85,1,1,2,1.047768593,1
535,511,1,-0.75,-0.75,0.170426826,1,0,2,1.640645981,1
537,513,1,-0.75,-0.75,0.291182282,1,1,1,0.294185877,1
539,515,1,-0.75,0.75,0.058382673,1,0,2,0.453710794,1
543,519,0,-0.75,-0.75,0.02,1,1,1,0.53336525,1
545,521,1,-0.75,0.75,0.058382673,1,1,1,0.604947805,1
546,522,1,-0.75,0.75,0.170426826,1,1,1,0.340748787,1
548,524,1,-0.75,-0.75,0.099749555,1,1,1,0.392678499,1
551,527,0,-0.75,-0.75,0.099749555,1,1,1,0.475168705,1
553,529,1,0.75,0.75,0.099749555,1,1,2,0.381187201,1
554,530,1,0.75,0.75,0.02,1,1,2,0.640185118,1
559,535,0,-0.75,0.75,0.170426826,1,1,1,0.454897165,1
561,537,0,-0.75,-0.75,0.291182282,1,1,1,0.450890303,1
562,538,1,0.75,0.75,0.099749555,1,0,1,0.41229701,1
563,539,-1,0.75,-0.75,0.034170945,1,1,2,0.555050611,1
567,543,1,-0.75,0.75,0.02,1,1,1,0.526540756,1
568,544,1,-0.75,0.75,0.291182282,1,1,1,0.329813242,1
572,548,1,-0.75,-0.75,0.058382673,1,0,2,0.62647891,1
573,549,-1,-0.75,-0.75,0.02,1,1,1,0.53719306,1
577,553,0,-0.75,0.75,0.497498683,1,1,1,0.405644178,1
578,554,1,0.75,0.75,0.099749555,1,0,1,0.52749753,1
579,555,1,0.75,-0.75,0.034170945,1,1,2,0.846127748,1
581,557,0,-0.75,-0.75,0.85,1,1,1,0.501926422,1
584,560,0,0.75,-0.75,0.058382673,1,0,1,0.642817736,1
585,561,1,0.75,-0.75,0.034170945,1,1,2,0.944630623,1
586,562,1,-0.75,0.75,0.02,1,1,1,0.691983461,1
587,563,1,0.75,0.75,0.170426826,1,1,2,0.445008993,1
589,565,1,0.75,0.75,0.291182282,1,0,1,0.793528557,1
591,567,1,0.75,-0.75,0.099749555,1,1,2,0.772696972,1
592,568,-1,-0.75,0.75,0.099749555,1,1,1,0.598792553,1
599,575,-1,-0.75,0.75,0.85,1,1,1,0.418973923,1
606,582,-1,0.75,-0.75,0.497498683,1,0,1,1.138110161,1
608,584,1,0.75,0.75,0.291182282,1,1,2,0.811924696,1
609,585,1,-0.75,0.75,0.058382673,1,0,2,0.461425304,1
610,586,0,-0.75,0.75,0.099749555,1,1,1,0.459200382,1
611,587,1,-0.75,-0.75,0.170426826,1,1,1,0.322389126,1
612,588,1,-0.75,-0.75,0.85,1,1,1,0.350410938,1
615,591,0,0.75,0.75,0.058382673,1,1,2,0.538385391,1
616,592,1,0.75,0.75,0.058382673,1,0,1,0.485288858,1
617,593,-1,0.75,-0.75,0.85,1,0,1,0.525016069,1
620,596,0,-0.75,-0.75,0.058382673,1,1,1,0.502258062,1
624,600,0,0.75,-0.75,0.02,1,0,1,0.470809221,1
625,569,1,-0.75,-0.75,0.02,1,1,1,0.52201128,1
627,589,0,-0.75,0.75,0.170426826,1,0,2,1.164338112,1
629,598,-1,0.75,-0.75,0.099749555,1,1,2,1.765622854,1
630,601,0,0.75,0.75,0.497498683,1,0,1,0.56359911,1
633,604,0,0.75,0.75,0.170426826,1,1,2,0.360991955,1
638,609,-1,-0.75,-0.75,0.497498683,1,1,1,0.426322699,1
640,611,1,0.75,-0.75,0.85,1,1,2,0.510869741,1
641,612,1,0.75,0.75,0.85,1,0,1,0.52192378,1
642,613,1,0.75,0.75,0.099749555,1,1,2,0.454038858,1
645,616,-1,0.75,-0.75,0.291182282,1,1,2,0.975471735,1
647,618,-1,-0.75,-0.75,0.058382673,1,1,1,0.545318842,1
648,619,1,0.75,-0.75,0.058382673,1,1,2,0.452876568,1
651,622,1,-0.75,-0.75,0.170426826,1,1,1,0.271395922,1
652,623,0,0.75,-0.75,0.497498683,1,1,2,0.919109106,1
654,625,1,-0.75,0.75,0.170426826,1,1,1,0.626901865,1
657,628,1,-0.75,-0.75,0.85,1,1,1,0.412568092,1
659,630,1,-0.75,0.75,0.291182282,1,1,1,0.255852699,1
661,632,0,-0.75,-0.75,0.497498683,1,1,1,0.290407658,1
662,633,1,-0.75,0.75,0.099749555,1,1,1,0.328172207,1
663,634,1,0.75,-0.75,0.058382673,1,1,2,0.548219204,1
668,639,1,0.75,0.75,0.099749555,1,0,1,0.404689789,1
669,640,-1,0.75,0.75,0.291182282,1,1,2,0.763491869,1
670,641,1,0.75,-0.75,0.291182282,1,1,2,0.497040987,1
671,642,1,0.75,-0.75,0.02,1,1,2,0.514601231,1
672,643,1,-0.75,0.75,0.02,1,0,2,0.351000309,1
675,646,-1,-0.75,-0.75,0.85,1,1,1,0.478024244,1
676,647,0,-0.75,-0.75,0.497498683,1,1,1,0.252912521,1
677,648,-1,-0.75,-0.75,0.099749555,1,1,1,0.228263855,1
678,649,1,0.75,-0.75,0.034170945,1,1,2,0.649305582,1
681,652,-1,-0.75,0.75,0.099749555,1,1,1,0.485808611,1
682,653,1,-0.75,-0.75,0.85,1,1,1,0.282491207,1
683,654,-1,-0.75,-0.75,0.058382673,1,0,2,0.472468376,1
685,656,1,-0.75,-0.75,0.497498683,1,1,1,0.365607977,1
686,657,-1,-0.75,-0.75,0.291182282,1,1,1,0.315104723,1
687,658,1,-0.75,0.75,0.02,1,1,1,0.3894701,1
688,659,1,0.75,-0.75,0.85,1,1,2,0.319703102,1
689,660,1,-0.75,-0.75,0.034170945,1,0,2,0.460995674,1
693,664,1,0.75,0.75,0.099749555,1,0,1,0.317491055,1
694,665,0,-0.75,-0.75,0.058382673,1,0,2,0.421495914,1
695,666,1,-0.75,-0.75,0.02,1,1,1,0.603686333,1
697,668,1,-0.75,0.75,0.099749555,1,1,1,0.314419985,1
698,669,1,0.75,0.75,0.497498683,1,1,2,0.493227482,1
699,670,1,0.75,-0.75,0.85,1,1,2,0.396379709,1
700,671,0,-0.75,0.75,0.02,1,0,2,0.46024394,1
702,673,1,0.75,-0.75,0.85,1,1,2,0.475909948,1
703,674,-1,-0.75,0.75,0.170426826,1,1,1,0.434515238,1
706,677,1,0.75,0.75,0.034170945,1,0,1,0.477239132,1
707,678,0,-0.75,0.75,0.497498683,1,1,1,0.328920126,1
710,681,1,0.75,-0.75,0.170426826,1,1,2,0.358012676,1
713,684,1,0.75,-0.75,0.85,1,1,2,0.351293564,1
716,687,0,0.75,0.75,0.02,1,0,1,0.382466793,1
718,689,-1,-0.75,-0.75,0.497498683,1,1,1,0.469372272,1
724,695,1,-0.75,-0.75,0.170426826,1,1,1,0.285819292,1
729,700,1,-0.75,-0.75,0.034170945,1,0,2,1.312807798,1
730,701,0,0.75,0.75,0.170426826,1,1,2,0.546252251,1
731,702,1,-0.75,0.75,0.02,1,0,2,0.446408033,1
733,704,1,-0.75,0.75,0.85,1,1,1,0.689176798,1
737,708,0,0.75,0.75,0.099749555,1,0,1,0.691614151,1
741,712,-1,-0.75,-0.75,0.170426826,1,1,1,0.552066326,1
748,719,-1,-0.75,-0.75,0.099749555,1,0,2,1.023151875,1
749,720,1,-0.75,0.75,0.85,1,1,1,0.568074226,1
751,722,-1,-0.75,-0.75,0.034170945,1,0,2,1.215543985,1
754,725,0,-0.75,-0.75,0.02,1,0,2,0.480190516,1
756,727,1,0.75,-0.75,0.497498683,1,1,2,0.54731679,1
757,728,1,-0.75,-0.75,0.497498683,1,1,1,0.407230854,1
758,729,1,-0.75,-0.75,0.034170945,1,1,1,0.471277952,1
759,730,-1,0.75,-0.75,0.497498683,1,0,1,1.277771711,1
760,731,1,-0.75,0.75,0.170426826,1,1,1,0.556324005,1
762,733,0,-0.75,0.75,0.291182282,1,1,1,0.413172483,1
764,735,0,-0.75,-0.75,0.291182282,1,1,1,0.483736992,1
767,738,0,0.75,0.75,0.034170945,1,1,2,1.78111887,1
768,739,1,0.75,-0.75,0.170426826,1,0,1,0.544696808,1
769,740,1,0.75,-0.75,0.170426826,1,0,1,0.640743256,1
771,742,-1,-0.75,-0.75,0.058382673,1,1,1,1.023707151,1
772,743,-1,0.75,-0.75,0.034170945,1,0,1,1.121919394,1
775,746,1,-0.75,0.75,0.034170945,1,1,1,1.020860195,1
777,748,1,0.75,-0.75,0.291182282,1,1,2,0.411851168,1
778,749,1,0.75,-0.75,0.291182282,1,0,1,0.398231268,1
780,751,0,0.75,0.75,0.099749555,1,1,2,0.680426598,1
782,753,-1,0.75,-0.75,0.02,1,1,2,0.579978228,1
783,754,1,0.75,-0.75,0.02,1,1,2,0.423684835,1
785,756,1,0.75,0.75,0.058382673,1,0,1,0.442971706,1
786,757,1,-0.75,-0.75,0.02,1,1,1,1.240308523,1
788,759,0,0.75,-0.75,0.170426826,1,0,1,0.736073732,1
790,761,-1,0.75,0.75,0.291182282,1,0,1,0.803210974,1
791,762,1,-0.75,0.75,0.497498683,1,1,1,0.441635847,1
792,763,0,-0.75,-0.75,0.291182282,1,1,1,1.214634657,1
793,764,1,0.75,-0.75,0.497498683,1,0,1,0.461065769,1
794,765,-1,0.75,-0.75,0.85,1,1,2,1.709696054,1
795,766,1,0.75,-0.75,0.170426826,1,1,2,0.337939262,1
796,767,0,0.75,-0.75,0.034170945,1,1,2,0.463578939,1
806,777,0,-0.75,-0.75,0.058382673,1,0,2,0.695704937,1
808,779,1,0.75,-0.75,0.099749555,1,1,2,0.778204918,1
809,780,0,-0.75,-0.75,0.02,1,0,2,0.686793089,1
810,781,1,0.75,-0.75,0.099749555,1,1,2,0.618652821,1
814,785,1,0.75,0.75,0.291182282,1,1,2,0.487471342,1
825,796,1,-0.75,-0.75,0.034170945,1,1,1,0.758128166,1
826,797,0,0.75,0.75,0.170426826,1,1,2,0.555742979,1
827,798,1,-0.75,-0.75,0.099749555,1,1,1,0.995933294,1
828,799,1,-0.75,-0.75,0.058382673,1,0,2,0.399758816,1
830,793,0,0.75,0.75,0.291182282,1,1,2,0.636921883,1
831,1,1,-1.0,-1.0,0.02,1,1,1,0.83168745,1
832,2,0,1.0,-1.0,0.291182282,1,0,1,0.759949446,1
833,3,0,1.0,1.0,0.058382673,1,0,1,0.749465227,1
834,4,0,-1.0,-1.0,0.85,1,1,1,0.882595062,1
837,7,1,1.0,1.0,0.02,1,1,2,0.556572199,1
838,8,0,1.0,-1.0,0.099749555,1,1,2,1.005454063,1
839,9,1,1.0,-1.0,0.099749555,1,0,1,0.601468086,1
841,11,1,-1.0,-1.0,0.058382673,1,0,2,0.488197565,1
843,13,1,-1.0,1.0,0.034170945,1,0,2,0.481447935,1
846,16,-1,1.0,1.0,0.034170945,1,1,2,0.433153868,1
848,18,-1,1.0,1.0,0.058382673,1,1,2,0.579980135,1
850,20,1,1.0,1.0,0.034170945,1,0,1,0.480914831,1
851,21,-1,1.0,-1.0,0.02,1,0,1,0.555557251,1
853,23,-1,-1.0,-1.0,0.291182282,1,1,1,0.626269341,1
