,trialsIdx,conditions,rOri,lOri,xvals,respLoc,accuracy,targetLoc,RT,factor2
2732,689,-1,1.0,1.0,0.291182282,1,0,1,0.401857853,1
2733,690,1,1.0,-1.0,0.02,1,1,2,0.256174088,1
2734,691,-1,-1.0,-1.0,0.02,1,1,1,0.327376127,1
2735,692,-1,1.0,-1.0,0.170426826,1,1,2,0.468010664,1
2742,699,-1,-1.0,1.0,0.85,1,1,1,0.505752802,1
2744,701,1,-1.0,-1.0,0.02,1,1,1,0.446873903,1
2746,703,1,1.0,1.0,0.497498683,1,1,2,0.30111599,1
2749,706,1,1.0,1.0,0.291182282,1,1,2,0.298886776,1
2753,710,0,1.0,-1.0,0.170426826,1,0,1,0.252165794,1
2755,712,0,-1.0,-1.0,0.497498683,1,1,1,0.748206139,1
2757,714,1,1.0,-1.0,0.034170945,1,1,2,0.34902072,1
2759,716,1,1.0,-1.0,0.058382673,1,1,2,0.407684565,1
2762,719,1,1.0,-1.0,0.170426826,1,1,2,0.475629091,1
2766,723,1,1.0,1.0,0.02,1,0,1,0.4664042,1
2767,724,1,-1.0,1.0,0.170426826,1,1,1,0.406781912,1
2768,725,0,1.0,-1.0,0.85,1,1,2,0.372331381,1
2770,727,1,-1.0,1.0,0.034170945,1,0,2,0.340015888,1
2771,728,0,1.0,-1.0,0.058382673,1,1,2,0.428621769,1
2772,729,1,-1.0,1.0,0.034170945,1,1,1,0.420671225,1
2774,731,-1,1.0,-1.0,0.170426826,1,1,2,0.754864454,1
2775,732,0,1.0,-1.0,0.034170945,1,0,1,0.350264549,1
2776,733,1,1.0,-1.0,0.170426826,1,1,2,0.816351891,1
2777,734,1,-1.0,-1.0,0.170426826,1,0,2,0.631769657,1
2778,735,-1,1.0,1.0,0.058382673,1,0,1,0.478710175,1
2779,736,1,1.0,-1.0,0.85,1,1,2,0.944912195,1
2782,739,1,-1.0,1.0,0.058382673,1,1,1,0.466258287,1
2784,741,1,1.0,1.0,0.02,1,0,1,0.387599707,1
2785,742,1,1.0,-1.0,0.034170945,1,1,2,0.498204947,1
2786,743,1,-1.0,-1.0,0.02,1,0,2,0.361009836,1
2788,745,-1,-1.0,1.0,0.034170945,1,0,2,0.343541384,1
2789,746,-1,-1.0,1.0,0.170426826,1,0,2,0.824691057,1
2793,750,-1,-1.0,-1.0,0.099749555,1,0,2,0.699532986,1
2796,753,1,1.0,1.0,0.034170945,1,1,2,0.264421701,1
2797,754,1,1.0,-1.0,0.034170945,1,1,2,0.201586246,1
2798,755,1,-1.0,1.0,0.85,1,1,1,0.337274075,1
2800,757,1,1.0,-1.0,0.85,1,1,2,0.65600872,1
2803,760,-1,1.0,1.0,0.85,1,0,1,0.593081474,1
2805,762,1,-1.0,-1.0,0.099749555,1,0,2,0.459971189,1
2806,763,1,1.0,-1.0,0.291182282,1,1,2,0.583052874,1
2807,764,1,1.0,1.0,0.058382673,1,1,2,0.323170424,1
2808,765,0,-1.0,1.0,0.099749555,1,1,1,0.46772337,1
2809,766,0,1.0,-1.0,0.034170945,1,1,2,0.278109074,1
2812,769,1,-1.0,1.0,0.099749555,1,1,1,0.450558186,1
2815,772,1,1.0,-1.0,0.034170945,1,1,2,0.218233109,1
2816,773,1,1.0,1.0,0.170426826,1,1,2,0.387474298,1
2818,775,0,1.0,1.0,0.099749555,1,1,2,0.609101772,1
2819,776,1,1.0,1.0,0.099749555,1,1,2,0.274858952,1
2821,778,1,1.0,-1.0,0.85,1,0,1,0.252856016,1
2823,780,1,-1.0,-1.0,0.85,1,1,1,0.328142643,1
2824,781,1,-1.0,-1.0,0.02,1,0,2,0.411551476,1
2826,783,1,1.0,-1.0,0.497498683,1,0,1,0.278296709,1
2827,784,0,-1.0,-1.0,0.034170945,1,0,2,0.384094715,1
2830,787,1,1.0,-1.0,0.058382673,1,0,1,0.297877789,1
2832,789,1,-1.0,1.0,0.497498683,1,1,1,0.322992086,1
2836,793,-1,-1.0,1.0,0.034170945,1,1,1,0.345350981,1
2838,795,1,-1.0,1.0,0.291182282,1,1,1,0.260677099,1
2839,796,-1,-1.0,-1.0,0.099749555,1,1,1,0.609311819,1
2842,799,-1,1.0,-1.0,0.497498683,1,0,1,0.216005802,1
2849,806,0,-1.0,1.0,0.02,1,1,1,0.265518665,1
2850,807,0,-1.0,-1.0,0.85,1,1,1,0.346642256,1
2852,809,1,-1.0,-1.0,0.85,1,1,1,0.348256826,1
2857,814,1,1.0,1.0,0.85,1,1,2,0.243108511,1
2859,816,1,-1.0,1.0,0.034170945,1,0,2,0.287191153,1
2864,821,1,1.0,-1.0,0.02,1,1,2,0.376929283,1
2865,822,1,-1.0,1.0,0.058382673,1,1,1,0.324233055,1
2867,824,0,1.0,-1.0,0.497498683,1,1,2,0.36862874,1
2868,825,1,1.0,-1.0,0.170426826,1,1,2,0.305436373,1
2869,826,1,1.0,1.0,0.170426826,1,1,2,0.27887392,1
2870,827,1,-1.0,1.0,0.058382673,1,0,2,0.234595776,1
2871,828,1,-1.0,-1.0,0.170426826,1,1,1,0.31443882,1
2873,830,1,-1.0,-1.0,0.85,1,1,1,0.248616219,1
2874,831,1,-1.0,1.0,0.099749555,1,1,1,0.618541479,1
2876,833,-1,1.0,-1.0,0.099749555,1,0,1,0.399896145,1
2877,834,0,-1.0,1.0,0.034170945,1,0,2,0.215735435,1
2878,835,1,1.0,1.0,0.291182282,1,0,1,0.292430878,1
2879,836,1,1.0,1.0,0.85,1,1,2,0.232741117,1
2882,839,1,1.0,-1.0,0.099749555,1,1,2,0.275671005,1
2883,840,1,1.0,1.0,0.099749555,1,0,1,0.408668041,1
2884,841,1,-1.0,-1.0,0.034170945,1,0,2,0.262440205,1
2887,844,1,-1.0,1.0,0.497498683,1,1,1,0.300406694,1
2888,845,1,-1.0,1.0,0.497498683,1,1,1,0.183633327,1
2891,848,1,1.0,-1.0,0.85,1,0,1,0.224310875,1
2895,852,1,1.0,1.0,0.497498683,1,1,2,0.248856306,1
2896,853,-1,-1.0,1.0,0.02,1,0,2,0.40089488,1
2897,854,1,1.0,-1.0,0.099749555,1,1,2,0.268960953,1
2899,856,1,1.0,1.0,0.497498683,1,1,2,0.309502602,1
2900,857,1,-1.0,-1.0,0.034170945,1,0,2,0.346975088,1
2901,858,1,1.0,-1.0,0.058382673,1,0,1,0.425770044,1
2902,859,1,-1.0,-1.0,0.497498683,1,1,1,0.349625826,1
2903,860,1,-1.0,1.0,0.058382673,1,1,1,0.340083122,1
2906,863,-1,1.0,1.0,0.058382673,1,0,1,0.806581497,1
2907,864,1,1.0,1.0,0.02,1,1,2,0.242503166,1
2908,865,1,-1.0,-1.0,0.034170945,1,1,1,0.863407135,1
2909,866,1,1.0,1.0,0.034170945,1,0,1,0.226412773,1
2910,867,1,1.0,-1.0,0.170426826,1,1,2,0.384450912,1
2911,868,1,-1.0,-1.0,0.85,1,1,1,0.240205765,1
2914,871,1,-1.0,1.0,0.058382673,1,1,1,0.2689991,1
2916,873,-1,1.0,-1.0,0.85,1,1,2,0.349439859,1
2918,875,0,1.0,-1.0,0.291182282,1,1,2,0.531300545,1
2919,876,1,-1.0,1.0,0.85,1,0,2,0.581265926,1
2920,877,-1,-1.0,-1.0,0.034170945,1,1,1,0.278005838,1
2923,880,1,1.0,1.0,0.85,1,1,2,0.375257254,1
2924,881,1,-1.0,1.0,0.497498683,1,1,1,0.252177238,1
2925,882,-1,-1.0,1.0,0.85,1,1,1,0.610577106,1
2929,886,1,-1.0,-1.0,0.034170945,1,1,1,0.354418039,1
2937,894,1,1.0,-1.0,0.034170945,1,1,2,0.339917183,1
2939,896,0,-1.0,1.0,0.291182282,1,1,1,0.306564093,1
2943,900,1,-1.0,1.0,0.034170945,1,0,2,0.340393305,1
2945,902,1,-1.0,-1.0,0.170426826,1,0,2,0.455183744,1
2949,906,0,1.0,1.0,0.058382673,1,1,2,0.352891207,1
2950,907,0,1.0,-1.0,0.170426826,1,1,2,0.405370235,1
2953,910,1,1.0,1.0,0.058382673,1,0,1,0.471306324,1
2954,911,1,-1.0,1.0,0.099749555,1,1,1,0.310478926,1
2959,916,1,-1.0,-1.0,0.291182282,1,1,1,0.279736042,1
2960,917,1,1.0,-1.0,0.02,1,0,1,0.291370392,1
2964,921,1,1.0,-1.0,0.170426826,1,1,2,0.299423695,1
2965,922,0,1.0,1.0,0.02,1,1,2,0.342140675,1
2967,924,1,1.0,1.0,0.02,1,1,2,0.46430707,1
2969,926,1,1.0,1.0,0.170426826,1,1,2,0.304441214,1
2970,927,-1,-1.0,-1.0,0.291182282,1,1,1,0.232321262,1
2973,930,-1,-1.0,-1.0,0.85,1,1,1,0.410824537,1
2975,932,-1,-1.0,1.0,0.291182282,1,1,1,0.287597418,1
2976,933,1,-1.0,1.0,0.099749555,1,1,1,0.249894857,1
2977,934,-1,1.0,1.0,0.291182282,1,1,2,0.490024328,1
2979,936,1,1.0,-1.0,0.85,1,1,2,0.315699816,1
2983,940,1,-1.0,1.0,0.85,1,1,1,0.29213047,1
2985,942,1,-1.0,-1.0,0.291182282,1,1,1,0.421107769,1
2989,946,-1,-1.0,-1.0,0.497498683,1,1,1,0.371186018,1
2995,952,1,-1.0,1.0,0.291182282,1,1,1,0.400099993,1
2996,953,-1,1.0,1.0,0.099749555,1,1,2,0.398558378,1
2997,954,-1,1.0,-1.0,0.034170945,1,1,2,0.486821413,1
3000,957,1,1.0,1.0,0.85,1,1,2,0.380356312,1
3001,958,1,1.0,-1.0,0.058382673,1,1,2,0.269800901,1
3002,959,1,-1.0,1.0,0.099749555,1,0,2,0.255461454,1
3003,960,1,-1.0,1.0,0.291182282,1,1,1,0.3204391,1
3004,961,1,1.0,1.0,0.497498683,1,0,1,0.762414694,1
3006,963,-1,1.0,-1.0,0.058382673,1,0,1,0.678103924,1
3007,964,1,1.0,-1.0,0.291182282,1,1,2,0.25911355,1
3008,965,1,-1.0,1.0,0.497498683,1,1,1,0.394663095,1
3009,966,-1,-1.0,1.0,0.058382673,1,0,2,0.48583746,1
3010,967,1,-1.0,1.0,0.058382673,1,0,2,0.461453915,1
3011,968,1,1.0,-1.0,0.099749555,1,0,1,0.330841064,1
3013,970,1,-1.0,-1.0,0.058382673,1,0,2,0.364296913,1
3014,971,1,1.0,-1.0,0.099749555,1,1,2,0.46685791,1
3017,974,1,1.0,1.0,0.170426826,1,1,2,0.360332727,1
3018,975,1,1.0,1.0,0.058382673,1,1,2,0.485522032,1
3020,977,1,-1.0,1.0,0.02,1,0,2,0.393190861,1
3021,978,-1,-1.0,-1.0,0.034170945,1,1,1,0.471632242,1
3022,979,0,1.0,-1.0,0.85,1,1,2,0.400081158,1
3023,980,1,-1.0,1.0,0.291182282,1,1,1,0.31481266,1
3024,981,1,1.0,1.0,0.034170945,1,1,2,0.273688793,1
3025,982,0,1.0,1.0,0.291182282,1,1,2,0.348007679,1
3026,983,1,-1.0,1.0,0.170426826,1,1,1,0.290256262,1
3029,986,1,1.0,-1.0,0.034170945,1,1,2,0.816828966,1
3032,989,1,-1.0,1.0,0.170426826,1,0,2,0.424316406,1
3034,991,1,1.0,-1.0,0.497498683,1,1,2,0.61142993,1
3035,992,1,-1.0,-1.0,0.034170945,1,1,1,0.271659851,1
3040,997,1,-1.0,-1.0,0.497498683,1,1,1,0.280476093,1
3041,998,1,1.0,1.0,0.85,1,1,2,0.240798712,1
3042,999,0,1.0,-1.0,0.034170945,1,0,1,0.304817915,1
3044,1001,-1,-1.0,-1.0,0.034170945,1,1,1,0.37379694,1
3047,1004,1,-1.0,-1.0,0.497498683,1,1,1,0.266112804,1
3048,1005,-1,-1.0,1.0,0.02,1,0,2,0.358025074,1
3050,1007,1,-1.0,1.0,0.099749555,1,1,1,0.441286325,1
3053,1010,-1,-1.0,1.0,0.02,1,1,1,0.450854778,1
3056,1013,0,1.0,1.0,0.497498683,1,1,2,0.718108654,1
3058,1015,1,1.0,-1.0,0.291182282,1,0,1,0.513081789,1
3059,1016,1,-1.0,-1.0,0.170426826,1,1,1,0.330694675,1
3060,1017,1,-1.0,-1.0,0.034170945,1,1,1,0.479391813,1
3061,1018,-1,1.0,-1.0,0.85,1,1,2,0.476251364,1
3062,1019,1,-1.0,-1.0,0.02,1,0,2,0.308137417,1
3064,1021,0,-1.0,-1.0,0.058382673,1,0,2,0.482811689,1
3066,1023,-1,1.0,1.0,0.02,1,1,2,0.560569763,1
3067,1024,1,-1.0,-1.0,0.058382673,1,0,2,0.467642546,1
3070,1027,-1,-1.0,-1.0,0.058382673,1,1,1,0.451186895,1
3071,1028,1,1.0,1.0,0.034170945,1,1,2,0.300638676,1
3072,1029,1,-1.0,1.0,0.058382673,1,0,2,0.658634663,1
3075,1032,0,1.0,1.0,0.85,1,0,1,0.523831367,1
3077,1034,-1,-1.0,1.0,0.058382673,1,0,2,0.465482712,1
3079,1036,0,1.0,1.0,0.02,1,1,2,0.277688026,1
3080,1037,1,1.0,1.0,0.497498683,1,0,1,0.466494799,1
3081,1038,-1,-1.0,-1.0,0.058382673,1,1,1,0.755224228,1
3082,1039,0,-1.0,1.0,0.02,1,0,2,0.416312218,1
3083,1040,1,1.0,-1.0,0.058382673,1,1,2,0.727770805,1
3086,1043,-1,-1.0,1.0,0.291182282,1,1,1,0.671308756,1
3087,1044,1,1.0,1.0,0.02,1,1,2,0.310820818,1
3090,1047,1,-1.0,1.0,0.170426826,1,1,1,0.28434515,1
3091,1048,0,1.0,1.0,0.058382673,1,1,2,0.363143921,1
3092,1049,0,1.0,1.0,0.058382673,1,0,1,0.812731028,1
3095,1052,0,1.0,1.0,0.058382673,1,1,2,0.479353905,1
3096,1053,1,-1.0,-1.0,0.02,1,0,2,0.375107288,1
3097,1054,1,-1.0,-1.0,0.099749555,1,1,1,0.36437273,1
3098,1055,-1,-1.0,-1.0,0.85,1,1,1,0.489135981,1
3101,1058,1,-1.0,1.0,0.034170945,1,0,2,0.362771034,1
3102,1059,1,-1.0,-1.0,0.497498683,1,1,1,0.373841763,1
3103,1060,0,1.0,-1.0,0.058382673,1,1,2,0.452503204,1
3106,1063,1,-1.0,1.0,0.291182282,1,1,1,0.342732668,1
3108,1065,1,-1.0,1.0,0.85,1,1,1,0.339936972,1
3109,1066,-1,1.0,-1.0,0.497498683,1,1,2,0.449044704,1
3111,1068,-1,-1.0,-1.0,0.85,1,1,1,0.587239742,1
3112,1069,0,1.0,-1.0,0.291182282,1,1,2,0.453649998,1
3113,1070,-1,-1.0,-1.0,0.099749555,1,1,1,0.655817986,1
3115,1072,0,1.0,1.0,0.85,1,1,2,0.414952993,1
3116,1073,1,1.0,1.0,0.099749555,1,0,1,0.538272142,1
3120,1077,-1,-1.0,1.0,0.034170945,1,0,2,0.511037111,1
3122,1079,1,1.0,1.0,0.497498683,1,0,1,0.269884109,1
3123,1080,-1,-1.0,-1.0,0.497498683,1,1,1,0.379452229,1
3124,1081,1,1.0,1.0,0.099749555,1,1,2,0.402167797,1
3125,1082,-1,1.0,-1.0,0.02,1,1,2,0.307374954,1
3129,1086,1,-1.0,-1.0,0.058382673,1,0,2,0.335123062,1
3130,1087,1,-1.0,-1.0,0.497498683,1,1,1,0.266120911,1
3131,1088,1,1.0,-1.0,0.170426826,1,1,2,0.970119953,1
3135,1092,1,-1.0,1.0,0.85,1,0,2,0.796554089,1
3136,1093,1,-1.0,1.0,0.099749555,1,1,1,0.458249092,1
3140,1097,-1,1.0,1.0,0.170426826,1,1,2,0.455504894,1
3141,1098,1,1.0,-1.0,0.058382673,1,1,2,0.321065187,1
3142,1099,1,-1.0,-1.0,0.85,1,1,1,0.388319969,1
3143,1100,1,1.0,-1.0,0.02,1,0,1,0.49078846,1
3145,1102,1,1.0,1.0,0.099749555,1,1,2,0.305185795,1
3146,1103,1,-1.0,1.0,0.058382673,1,1,1,0.327906132,1
3147,1104,1,1.0,1.0,0.099749555,1,1,2,0.171718836,1
3148,1105,1,1.0,-1.0,0.291182282,1,1,2,0.485834599,1
3153,1110,0,-1.0,-1.0,0.099749555,1,0,2,0.399423122,1
3156,1113,1,-1.0,1.0,0.099749555,1,1,1,0.469847918,1
3159,1116,0,1.0,-1.0,0.291182282,1,1,2,0.377462864,1
3161,1118,0,-1.0,1.0,0.058382673,1,1,1,0.271744251,1
3163,1120,0,1.0,1.0,0.099749555,1,1,2,0.437432766,1
3168,1125,0,1.0,-1.0,0.291182282,1,1,2,0.394743919,1
3170,1127,1,-1.0,-1.0,0.85,1,0,2,1.470987558,1
3175,1132,1,1.0,1.0,0.170426826,1,1,2,0.980656385,1
3176,1133,-1,1.0,-1.0,0.058382673,1,0,1,0.607059956,1
3178,1135,1,-1.0,1.0,0.291182282,1,1,1,0.292460442,1
3179,1136,1,1.0,1.0,0.85,1,1,2,0.329528093,1
3180,1137,1,-1.0,-1.0,0.034170945,1,0,2,0.470054865,1
3182,1139,1,-1.0,1.0,0.170426826,1,1,1,0.302826881,1
3183,1140,1,-1.0,-1.0,0.099749555,1,0,2,0.293323278,1
3184,1141,1,-1.0,-1.0,0.497498683,1,1,1,0.328203678,1
3188,1145,-1,1.0,-1.0,0.291182282,1,1,2,0.376815081,1
3189,1146,1,1.0,-1.0,0.291182282,1,1,2,0.290280581,1
3191,1148,0,-1.0,1.0,0.034170945,1,0,2,0.29460907,1
3195,1152,1,1.0,-1.0,0.85,1,1,2,0.314537764,1
3199,1156,-1,-1.0,1.0,0.291182282,1,1,1,0.426483631,1
3201,1158,1,1.0,1.0,0.291182282,1,1,2,0.380032778,1
3202,1159,0,-1.0,-1.0,0.02,1,1,1,0.429183245,1
3204,1161,1,-1.0,1.0,0.85,1,1,1,0.453174591,1
3205,1162,1,-1.0,-1.0,0.034170945,1,1,1,0.299432278,1
3212,1169,1,1.0,1.0,0.034170945,1,1,2,0.344778061,1
3215,1172,1,1.0,-1.0,0.034170945,1,0,1,0.322765827,1
3218,1175,1,1.0,1.0,0.058382673,1,0,1,0.337258577,1
3219,1176,1,-1.0,-1.0,0.291182282,1,1,1,0.385637522,1
3225,1182,1,1.0,1.0,0.099749555,1,1,2,0.294487476,1
3226,1183,1,1.0,-1.0,0.170426826,1,0,1,0.363348246,1
3227,1184,1,-1.0,-1.0,0.291182282,1,0,2,0.294148922,1
3231,1188,0,1.0,-1.0,0.099749555,1,1,2,0.453675985,1
3232,1189,0,1.0,1.0,0.02,1,1,2,0.591756821,1
3233,1190,0,-1.0,1.0,0.058382673,1,0,2,0.40940237,1
3236,1193,1,1.0,1.0,0.170426826,1,1,2,0.44706583,1
3239,1196,1,1.0,1.0,0.058382673,1,1,2,0.297279835,1
3240,1197,0,-1.0,1.0,0.85,1,1,1,0.402200699,1
3241,1198,-1,1.0,1.0,0.058382673,1,1,2,0.183767319,1
3244,1119,-1,-1.0,-1.0,0.099749555,1,0,2,0.572823048,1
3245,1126,1,-1.0,-1.0,0.497498683,1,1,1,0.303946257,1
