,trialsIdx,conditions,rOri,lOri,xvals,respLoc,accuracy,targetLoc,RT,factor2
2383,341,1,-1.0,-1.0,0.170426826,2,1,1,0.297751904,0
2387,345,0,1.0,-1.0,0.85,2,1,1,0.349943876,0
2399,357,1,-1.0,1.0,0.170426826,2,0,1,0.446061611,0
2400,358,0,-1.0,-1.0,0.170426826,2,1,1,0.815832138,0
2401,359,1,1.0,1.0,0.099749555,2,1,2,0.975543261,0
2402,360,1,1.0,-1.0,0.058382673,2,0,2,0.353144407,0
2403,361,1,-1.0,1.0,0.497498683,2,1,2,0.586869001,0
2407,365,1,1.0,-1.0,0.034170945,2,0,2,0.480591297,0
2408,366,1,1.0,1.0,0.034170945,2,0,1,0.381901026,0
2410,368,1,1.0,1.0,0.170426826,2,1,2,0.666465282,0
2413,371,1,1.0,1.0,0.497498683,2,1,2,0.299147606,0
2414,372,1,1.0,1.0,0.02,2,0,1,0.400667429,0
2415,373,0,-1.0,1.0,0.497498683,2,1,2,0.329841852,0
2417,375,1,1.0,1.0,0.497498683,2,1,2,0.238759995,0
2418,376,1,-1.0,1.0,0.058382673,2,0,1,0.34965539,0
2421,379,1,1.0,-1.0,0.099749555,2,1,1,0.395701885,0
2423,381,1,1.0,-1.0,0.85,2,1,1,0.395092964,0
2425,383,1,-1.0,1.0,0.034170945,2,0,1,0.445935249,0
2427,385,1,-1.0,1.0,0.034170945,2,0,1,0.397064447,0
2431,389,1,1.0,1.0,0.291182282,2,1,2,0.489651918,0
2434,392,1,1.0,1.0,0.291182282,2,0,1,0.665224791,0
2436,394,-1,1.0,1.0,0.291182282,2,1,2,1.25612855,0
2437,395,-1,-1.0,-1.0,0.291182282,2,1,1,0.431713104,0
2439,397,1,-1.0,-1.0,0.099749555,2,1,1,0.377362967,0
2440,398,1,-1.0,1.0,0.85,2,1,2,0.456914902,0
2442,400,1,-1.0,1.0,0.85,2,1,2,0.511255503,0
2444,402,1,1.0,-1.0,0.02,2,1,1,0.289101839,0
2445,403,1,-1.0,1.0,0.034170945,2,0,1,0.278844833,0
2446,404,1,-1.0,-1.0,0.099749555,2,0,2,0.367903948,0
2447,405,1,-1.0,1.0,0.85,2,1,2,0.442107916,0
2450,408,-1,-1.0,-1.0,0.291182282,2,0,2,0.590471268,0
2452,410,-1,-1.0,1.0,0.02,2,0,1,0.379796982,0
2454,412,-1,1.0,-1.0,0.099749555,2,1,1,0.649441719,0
2455,413,-1,1.0,1.0,0.02,2,1,2,0.36190486,0
2456,414,0,-1.0,-1.0,0.02,2,0,2,0.594990969,0
2458,416,0,-1.0,1.0,0.85,2,1,2,0.419368267,0
2460,418,1,1.0,1.0,0.170426826,2,1,2,0.347102642,0
2462,420,-1,1.0,1.0,0.497498683,2,1,2,0.327991962,0
2463,421,0,1.0,1.0,0.497498683,2,1,2,0.284343243,0
2464,422,-1,1.0,1.0,0.034170945,2,1,2,0.40989399,0
2465,423,1,-1.0,1.0,0.291182282,2,1,2,0.252112865,0
2466,424,1,1.0,-1.0,0.058382673,2,1,1,0.403424263,0
2467,425,1,-1.0,1.0,0.058382673,2,0,1,0.27288413,0
2469,427,-1,1.0,-1.0,0.02,2,1,1,0.456830025,0
2470,428,1,1.0,1.0,0.85,2,1,2,0.355432987,0
2471,429,1,-1.0,1.0,0.099749555,2,0,1,0.397813797,0
2475,433,0,1.0,1.0,0.291182282,2,1,2,0.485643625,0
2476,434,1,-1.0,-1.0,0.497498683,2,1,1,0.249161482,0
2478,436,-1,-1.0,1.0,0.291182282,2,0,1,0.520906925,0
2479,437,1,1.0,1.0,0.034170945,2,1,2,0.295804739,0
2480,438,1,1.0,-1.0,0.099749555,2,0,2,0.228113413,0
2481,439,1,-1.0,-1.0,0.099749555,2,0,2,0.426445723,0
2482,440,1,-1.0,1.0,0.034170945,2,0,1,0.588085175,0
2483,441,-1,-1.0,1.0,0.85,2,1,2,0.794255972,0
2485,443,0,-1.0,-1.0,0.170426826,2,1,1,0.355225801,0
2487,445,-1,-1.0,-1.0,0.02,2,1,1,0.496086121,0
2488,446,0,1.0,-1.0,0.034170945,2,0,2,0.222647667,0
2493,451,0,-1.0,-1.0,0.85,2,1,1,0.36303854,0
2496,454,0,-1.0,1.0,0.058382673,2,1,2,0.555716991,0
2499,457,1,-1.0,-1.0,0.02,2,0,2,0.349081755,0
2502,460,1,1.0,-1.0,0.02,2,1,1,0.488708019,0
2504,462,1,-1.0,-1.0,0.058382673,2,0,2,0.438318014,0
2505,463,0,1.0,-1.0,0.058382673,2,0,2,0.452686071,0
2507,465,1,-1.0,-1.0,0.291182282,2,1,1,1.183569431,0
2508,466,1,1.0,-1.0,0.291182282,2,1,1,0.395625353,0
2509,467,1,-1.0,-1.0,0.170426826,2,1,1,0.323786974,0
2511,469,1,1.0,-1.0,0.291182282,2,1,1,0.361443996,0
2512,470,0,-1.0,-1.0,0.497498683,2,1,1,0.296893358,0
2514,472,1,-1.0,-1.0,0.291182282,2,1,1,0.282423973,0
2516,474,-1,-1.0,-1.0,0.85,2,1,1,0.419283867,0
2520,478,1,-1.0,-1.0,0.291182282,2,1,1,0.320892096,0
2521,479,-1,-1.0,-1.0,0.058382673,2,1,1,0.374411821,0
2522,480,0,-1.0,1.0,0.099749555,2,1,2,0.300814629,0
2525,483,1,-1.0,-1.0,0.099749555,2,1,1,0.319005013,0
2526,484,0,1.0,1.0,0.85,2,1,2,0.292458296,0
2527,485,0,1.0,1.0,0.058382673,2,1,2,0.249116182,0
2529,487,1,1.0,-1.0,0.497498683,2,1,1,0.927673101,0
2531,489,-1,-1.0,-1.0,0.291182282,2,1,1,0.491750002,0
2532,490,1,1.0,1.0,0.02,2,1,2,0.246446133,0
2533,491,1,-1.0,-1.0,0.034170945,2,0,2,0.392001152,0
2534,492,1,-1.0,1.0,0.497498683,2,1,2,0.357236385,0
2535,493,0,-1.0,1.0,0.170426826,2,1,2,0.65326333,0
2536,494,0,-1.0,1.0,0.099749555,2,0,1,0.439884186,0
2537,495,1,-1.0,-1.0,0.099749555,2,1,1,0.334873676,0
2539,497,-1,-1.0,-1.0,0.099749555,2,0,2,0.56613183,0
2540,498,-1,-1.0,-1.0,0.170426826,2,1,1,0.524612427,0
2541,499,0,1.0,1.0,0.099749555,2,1,2,0.316598415,0
2542,500,1,1.0,1.0,0.058382673,2,1,2,0.237015009,0
2543,501,0,1.0,-1.0,0.058382673,2,1,1,0.391515255,0
2546,504,1,-1.0,-1.0,0.058382673,2,1,1,0.227148056,0
2547,505,0,1.0,-1.0,0.497498683,2,0,2,0.531573534,0
2552,510,1,1.0,1.0,0.02,2,0,1,0.240027189,0
2553,511,0,-1.0,1.0,0.291182282,2,1,2,0.296729326,0
2554,512,1,-1.0,-1.0,0.099749555,2,1,1,0.357470274,0
2556,514,-1,-1.0,1.0,0.291182282,2,1,2,0.329725742,0
2557,515,0,-1.0,-1.0,0.291182282,2,0,2,0.649401665,0
2558,516,1,1.0,-1.0,0.034170945,2,1,1,0.267329931,0
2559,517,0,1.0,-1.0,0.02,2,0,2,0.303392172,0
2560,518,0,1.0,-1.0,0.099749555,2,0,2,0.711849928,0
2561,519,0,-1.0,-1.0,0.02,2,1,1,0.241609573,0
2565,523,-1,-1.0,1.0,0.170426826,2,1,2,0.33975482,0
2567,525,1,1.0,-1.0,0.02,2,0,2,0.335141182,0
2568,526,0,-1.0,-1.0,0.034170945,2,1,1,0.322396278,0
2569,527,1,-1.0,1.0,0.099749555,2,0,1,0.3743999,0
2570,528,0,-1.0,1.0,0.02,2,0,1,0.402342796,0
2572,530,0,-1.0,1.0,0.170426826,2,1,2,0.375608921,0
2573,531,1,-1.0,1.0,0.497498683,2,0,1,0.396098375,0
2574,532,1,1.0,1.0,0.058382673,2,1,2,0.805303097,0
2578,536,0,1.0,-1.0,0.02,2,1,1,0.483995914,0
2581,539,0,1.0,-1.0,0.497498683,2,1,1,0.379248857,0
2583,541,1,1.0,1.0,0.02,2,0,1,0.356453657,0
2585,543,1,1.0,1.0,0.058382673,2,0,1,0.356051683,0
2589,547,0,1.0,1.0,0.85,2,1,2,0.560878515,0
2590,548,-1,-1.0,-1.0,0.170426826,2,1,1,0.265743017,0
2594,552,-1,-1.0,-1.0,0.058382673,2,0,2,0.57643795,0
2596,554,1,-1.0,-1.0,0.497498683,2,1,1,0.317181349,0
2597,555,1,1.0,1.0,0.497498683,2,1,2,0.378873348,0
2603,561,-1,-1.0,-1.0,0.058382673,2,1,1,0.448950291,0
2604,562,1,1.0,1.0,0.497498683,2,0,1,0.41493535,0
2613,571,1,1.0,1.0,0.85,2,1,2,0.503893137,0
2614,572,1,1.0,-1.0,0.099749555,2,1,1,0.382348061,0
2619,577,0,-1.0,1.0,0.85,2,1,2,0.768340826,0
2621,579,1,-1.0,1.0,0.02,2,0,1,0.301653147,0
2622,580,1,1.0,-1.0,0.497498683,2,1,1,0.296858311,0
2623,581,1,-1.0,1.0,0.170426826,2,1,2,0.286885023,0
2630,588,-1,1.0,1.0,0.85,2,1,2,0.398874044,0
2635,593,1,1.0,1.0,0.291182282,2,1,2,0.491437674,0
2636,0,0,0.0,0.0,0.0,0,0,0,0.0,0
2637,595,1,-1.0,-1.0,0.034170945,2,1,1,0.398278952,0
2641,599,1,-1.0,1.0,0.058382673,2,1,2,0.471249104,0
2642,600,-1,-1.0,-1.0,0.02,2,1,1,0.433608294,0
2643,594,1,-1.0,1.0,0.291182282,2,1,2,0.640502691,0
2644,601,-1,1.0,-1.0,0.291182282,2,1,1,0.568120003,0
2645,602,1,1.0,-1.0,0.291182282,2,0,2,0.434828997,0
2646,603,0,-1.0,-1.0,0.034170945,2,1,1,0.484390259,0
2648,605,-1,-1.0,1.0,0.058382673,2,1,2,0.431393862,0
2652,609,-1,-1.0,1.0,0.291182282,2,1,2,0.664317846,0
2653,610,1,-1.0,1.0,0.058382673,2,1,2,0.335546017,0
2654,611,-1,1.0,-1.0,0.099749555,2,0,2,0.41744113,0
2655,612,1,1.0,1.0,0.291182282,2,1,2,0.396067858,0
2660,617,0,-1.0,-1.0,0.099749555,2,0,2,0.274102211,0
2661,618,1,1.0,-1.0,0.058382673,2,1,1,0.367430925,0
2663,620,1,1.0,1.0,0.058382673,2,1,2,0.296467543,0
2666,623,1,1.0,1.0,0.058382673,2,0,1,0.448210001,0
2668,625,1,-1.0,-1.0,0.02,2,1,1,0.327134371,0
2669,626,1,-1.0,-1.0,0.058382673,2,1,1,0.380352974,0
2670,627,1,1.0,-1.0,0.02,2,1,1,0.311879158,0
2672,629,1,1.0,1.0,0.02,2,1,2,0.348379612,0
2673,630,1,1.0,-1.0,0.85,2,1,1,0.319107771,0
2676,633,1,-1.0,1.0,0.058382673,2,1,2,0.300630808,0
2678,635,1,1.0,-1.0,0.291182282,2,0,2,0.274967194,0
2685,642,1,1.0,-1.0,0.02,2,1,1,0.229640961,0
2687,644,1,1.0,-1.0,0.170426826,2,0,2,0.356445551,0
2689,646,-1,1.0,1.0,0.058382673,2,0,1,0.419112921,0
2695,652,1,1.0,1.0,0.497498683,2,1,2,0.382223368,0
2697,654,-1,1.0,1.0,0.497498683,2,1,2,0.407113075,0
2698,655,-1,-1.0,-1.0,0.02,2,0,2,0.777519226,0
2700,657,1,-1.0,1.0,0.85,2,1,2,0.405469894,0
2701,658,-1,1.0,1.0,0.291182282,2,1,2,0.351247549,0
2703,660,0,1.0,1.0,0.85,2,1,2,0.269860983,0
2704,661,1,1.0,-1.0,0.170426826,2,1,1,0.292555094,0
2706,663,1,-1.0,1.0,0.170426826,2,0,1,0.478126764,0
2707,664,1,1.0,1.0,0.058382673,2,1,2,0.353386641,0
2708,665,0,1.0,1.0,0.034170945,2,1,2,0.286575079,0
2709,666,-1,-1.0,1.0,0.034170945,2,1,2,0.491096258,0
2710,667,-1,1.0,1.0,0.85,2,0,1,0.454118729,0
2712,669,1,-1.0,1.0,0.02,2,0,1,0.429583788,0
2714,671,1,-1.0,-1.0,0.099749555,2,1,1,0.659821749,0
2715,672,1,1.0,-1.0,0.85,2,0,2,0.559414864,0
2717,674,1,-1.0,1.0,0.85,2,1,2,0.456659794,0
2721,678,0,1.0,-1.0,0.497498683,2,1,1,0.406299114,0
2722,679,-1,1.0,1.0,0.170426826,2,0,1,0.543413162,0
2723,680,0,-1.0,1.0,0.058382673,2,1,2,0.463237762,0
2726,683,1,1.0,1.0,0.291182282,2,1,2,0.297717094,0
2731,688,0,-1.0,-1.0,0.034170945,2,0,2,0.325641394,0
2736,693,1,1.0,-1.0,0.034170945,2,0,2,0.277621984,0
2737,694,-1,1.0,-1.0,0.058382673,2,1,1,0.439703465,0
2738,695,1,1.0,-1.0,0.170426826,2,0,2,1.280621767,0
2739,696,-1,-1.0,1.0,0.170426826,2,1,2,0.621231556,0
2740,697,-1,-1.0,1.0,0.034170945,2,0,1,0.346839666,0
2741,698,1,1.0,-1.0,0.85,2,1,1,0.380926371,0
2743,700,1,1.0,1.0,0.170426826,2,0,1,0.55295682,0
2745,702,1,1.0,-1.0,0.034170945,2,1,1,0.28785491,0
2747,704,-1,1.0,-1.0,0.034170945,2,1,1,0.335350275,0
2748,705,-1,1.0,1.0,0.034170945,2,1,2,0.245735884,0
2750,707,1,-1.0,1.0,0.058382673,2,0,1,0.273160458,0
2751,708,1,-1.0,-1.0,0.099749555,2,1,1,0.341475964,0
2752,709,1,1.0,-1.0,0.170426826,2,0,2,0.320841074,0
2754,711,1,1.0,1.0,0.034170945,2,0,1,0.463624001,0
2756,713,-1,-1.0,1.0,0.099749555,2,0,1,0.465932369,0
2758,715,1,1.0,-1.0,0.034170945,2,0,2,0.398138762,0
2760,717,-1,1.0,1.0,0.291182282,2,1,2,0.40730691,0
2761,718,0,1.0,-1.0,0.034170945,2,0,2,0.552672625,0
2763,720,-1,1.0,1.0,0.85,2,1,2,0.360934019,0
2764,721,1,1.0,1.0,0.85,2,1,2,0.284623146,0
2765,722,1,-1.0,-1.0,0.170426826,2,1,1,0.466032028,0
2769,726,0,1.0,1.0,0.099749555,2,1,2,0.377677202,0
2773,730,1,1.0,-1.0,0.02,2,0,2,0.28535223,0
2780,737,1,1.0,-1.0,0.170426826,2,1,1,0.3890028,0
2781,738,-1,-1.0,-1.0,0.058382673,2,0,2,0.521123886,0
2783,740,1,1.0,-1.0,0.058382673,2,0,2,0.312998772,0
2787,744,1,-1.0,-1.0,0.497498683,2,1,1,0.472673655,0
2790,747,-1,1.0,-1.0,0.058382673,2,0,2,0.537257671,0
2791,748,-1,-1.0,-1.0,0.034170945,2,1,1,0.513743639,0
2792,749,0,1.0,1.0,0.170426826,2,1,2,0.353113651,0
2794,751,1,-1.0,-1.0,0.034170945,2,1,1,0.35477829,0
2795,752,-1,-1.0,1.0,0.85,2,1,2,0.424770117,0
2799,756,1,-1.0,1.0,0.058382673,2,1,2,0.366434574,0
2801,758,0,1.0,1.0,0.02,2,0,1,0.376563072,0
2802,759,0,1.0,1.0,0.099749555,2,1,2,0.598136663,0
2804,761,1,1.0,1.0,0.85,2,1,2,0.616455078,0
2810,767,1,1.0,-1.0,0.497498683,2,1,1,0.36217618,0
2811,768,1,1.0,-1.0,0.497498683,2,1,1,0.308979034,0
2813,770,1,1.0,-1.0,0.85,2,1,1,0.547468901,0
2814,771,-1,-1.0,-1.0,0.85,2,1,1,0.301896334,0
2817,774,1,-1.0,-1.0,0.058382673,2,1,1,0.734255314,0
2820,777,1,-1.0,-1.0,0.85,2,1,1,0.300863028,0
2822,779,1,-1.0,-1.0,0.058382673,2,0,2,0.416911602,0
2825,782,-1,-1.0,1.0,0.02,2,0,1,0.340343952,0
2828,785,1,-1.0,-1.0,0.497498683,2,1,1,0.399182081,0
2829,786,-1,-1.0,-1.0,0.170426826,2,1,1,0.434579849,0
2831,788,0,1.0,1.0,0.497498683,2,1,2,0.333304644,0
2833,790,0,1.0,-1.0,0.099749555,2,1,1,0.350662947,0
2834,791,0,-1.0,-1.0,0.497498683,2,1,1,0.321761847,0
2835,792,1,-1.0,1.0,0.85,2,1,2,0.334933281,0
2837,794,1,1.0,1.0,0.497498683,2,1,2,0.268399,0
2840,797,1,1.0,1.0,0.02,2,1,2,0.083854675,0
2841,798,1,-1.0,-1.0,0.291182282,2,1,1,0.264764786,0
2843,800,1,-1.0,1.0,0.099749555,2,0,1,0.32858634,0
2844,801,1,-1.0,1.0,0.291182282,2,1,2,0.380797386,0
2845,802,-1,1.0,1.0,0.170426826,2,1,2,0.373070002,0
2846,803,0,1.0,-1.0,0.291182282,2,0,2,0.376195431,0
2847,804,1,-1.0,-1.0,0.058382673,2,1,1,0.317793846,0
2848,805,1,1.0,-1.0,0.85,2,0,2,0.315425873,0
2851,808,0,-1.0,-1.0,0.058382673,2,1,1,0.350397587,0
2853,810,1,-1.0,1.0,0.058382673,2,1,2,0.376254082,0
2854,811,1,-1.0,1.0,0.02,2,0,1,0.336842775,0
2855,812,1,1.0,1.0,0.85,2,1,2,0.369926929,0
2856,813,1,-1.0,1.0,0.034170945,2,1,2,0.33158493,0
2858,815,1,1.0,1.0,0.497498683,2,1,2,0.249060154,0
2860,817,1,-1.0,1.0,0.497498683,2,1,2,0.233653784,0
2861,818,1,-1.0,1.0,0.058382673,2,1,2,0.258743048,0
2862,819,1,-1.0,-1.0,0.497498683,2,1,1,0.242920876,0
2863,820,1,1.0,-1.0,0.058382673,2,1,1,0.22562623,0
2866,823,1,1.0,-1.0,0.058382673,2,1,1,0.472089767,0
2872,829,1,-1.0,-1.0,0.291182282,2,1,1,0.281495333,0
2875,832,0,1.0,-1.0,0.497498683,2,1,1,0.315349579,0
2880,837,1,1.0,1.0,0.058382673,2,1,2,0.117650986,0
2881,838,1,-1.0,-1.0,0.170426826,2,1,1,0.52541995,0
2885,842,1,-1.0,1.0,0.291182282,2,1,2,0.323254347,0
2886,843,1,-1.0,-1.0,0.099749555,2,1,1,0.373727798,0
2889,846,1,1.0,-1.0,0.170426826,2,1,1,0.1851089,0
2890,847,1,1.0,-1.0,0.099749555,2,0,2,0.307514429,0
2892,849,1,-1.0,-1.0,0.058382673,2,0,2,0.615931273,0
2893,850,1,1.0,1.0,0.02,2,1,2,0.493745804,0
2894,851,1,1.0,1.0,0.099749555,2,1,2,0.268199444,0
2898,855,1,-1.0,-1.0,0.034170945,2,1,1,0.262038708,0
2904,861,1,-1.0,1.0,0.85,2,1,2,0.267132044,0
2905,862,1,1.0,1.0,0.02,2,1,2,0.32174015,0
2912,869,1,-1.0,-1.0,0.034170945,2,0,2,0.243653297,0
2913,870,1,1.0,1.0,0.85,2,1,2,0.254610777,0
2915,872,1,-1.0,1.0,0.058382673,2,1,2,0.251950264,0
2917,874,1,-1.0,-1.0,0.034170945,2,1,1,0.305438995,0
2921,878,1,-1.0,-1.0,0.058382673,2,0,2,0.364847898,0
2922,879,0,1.0,-1.0,0.099749555,2,0,2,0.317326546,0
2926,883,1,1.0,-1.0,0.85,2,1,1,0.385881424,0
2927,884,0,-1.0,1.0,0.02,2,1,2,0.317769289,0
2928,885,1,1.0,1.0,0.291182282,2,1,2,0.367363453,0
2930,887,0,1.0,1.0,0.058382673,2,1,2,0.329111814,0
2931,888,1,1.0,-1.0,0.85,2,1,1,0.289799929,0
2932,889,1,1.0,-1.0,0.034170945,2,0,2,0.500370264,0
2933,890,1,1.0,1.0,0.85,2,1,2,0.307319403,0
2934,891,1,-1.0,1.0,0.02,2,0,1,0.168585062,0
2935,892,-1,1.0,-1.0,0.099749555,2,1,1,0.49828887,0
2936,893,0,1.0,1.0,0.034170945,2,0,1,0.460168839,0
2938,895,0,1.0,-1.0,0.85,2,1,1,0.400139809,0
2940,897,1,-1.0,1.0,0.85,2,1,2,0.349159002,0
2941,898,1,1.0,-1.0,0.85,2,1,1,0.291239023,0
2942,899,0,1.0,1.0,0.497498683,2,1,2,0.303763866,0
2944,901,1,-1.0,1.0,0.034170945,2,0,1,0.272187948,0
2946,903,1,-1.0,-1.0,0.099749555,2,1,1,0.273664236,0
2947,904,-1,1.0,-1.0,0.034170945,2,0,2,0.403235674,0
2948,905,0,1.0,1.0,0.034170945,2,0,1,0.375645876,0
2951,908,1,1.0,-1.0,0.497498683,2,1,1,0.275945902,0
2952,909,1,1.0,1.0,0.034170945,2,1,2,0.32304883,0
2955,912,1,-1.0,1.0,0.497498683,2,1,2,0.284362793,0
2956,913,1,1.0,-1.0,0.034170945,2,0,2,0.451311827,0
2957,914,1,1.0,1.0,0.85,2,1,2,0.356019735,0
2958,915,1,-1.0,1.0,0.497498683,2,1,2,0.425780296,0
2961,918,0,-1.0,1.0,0.85,2,1,2,0.359935999,0
2962,919,-1,-1.0,1.0,0.02,2,0,1,0.396298885,0
2963,920,1,-1.0,1.0,0.034170945,2,1,2,0.36461091,0
2966,923,1,1.0,1.0,0.099749555,2,1,2,0.394506931,0
2968,925,1,1.0,1.0,0.291182282,2,1,2,0.375163794,0
2971,928,1,1.0,-1.0,0.099749555,2,0,2,0.279742956,0
2972,929,-1,1.0,-1.0,0.497498683,2,1,1,0.402590036,0
2974,931,1,1.0,1.0,0.497498683,2,1,2,0.247210026,0
2978,935,1,1.0,1.0,0.497498683,2,1,2,0.314078569,0
2980,937,1,1.0,1.0,0.034170945,2,0,1,0.335772753,0
2981,938,0,1.0,-1.0,0.85,2,0,2,0.266000271,0
2982,939,1,-1.0,-1.0,0.058382673,2,1,1,0.375201941,0
2984,941,0,-1.0,1.0,0.497498683,2,1,2,0.708534002,0
2986,943,0,-1.0,-1.0,0.85,2,1,1,0.361136436,0
2987,944,1,-1.0,1.0,0.291182282,2,1,2,0.274898052,0
2988,945,1,-1.0,-1.0,0.02,2,0,2,0.276484966,0
2990,947,1,-1.0,1.0,0.02,2,0,1,0.309042454,0
2991,948,0,1.0,1.0,0.170426826,2,1,2,0.66455698,0
2992,949,1,-1.0,1.0,0.034170945,2,1,2,0.288779497,0
2993,950,1,-1.0,1.0,0.497498683,2,1,2,0.310037136,0
2994,951,1,-1.0,-1.0,0.170426826,2,1,1,0.606833935,0
2998,955,1,-1.0,1.0,0.034170945,2,0,1,0.36076498,0
2999,956,0,-1.0,-1.0,0.058382673,2,1,1,0.370827436,0
3005,962,1,1.0,1.0,0.058382673,2,1,2,0.596866846,0
3012,969,-1,-1.0,-1.0,0.291182282,2,1,1,0.521876574,0
3015,972,1,1.0,1.0,0.02,2,0,1,0.369909763,0
3016,973,1,-1.0,1.0,0.034170945,2,1,2,0.347974539,0
3019,976,1,1.0,-1.0,0.291182282,2,1,1,0.408814192,0
3027,984,1,1.0,-1.0,0.291182282,2,1,1,0.338676453,0
3028,985,-1,1.0,-1.0,0.02,2,0,2,0.280918121,0
3030,987,1,1.0,-1.0,0.099749555,2,1,1,0.454316378,0
3031,988,0,1.0,1.0,0.170426826,2,1,2,0.369372368,0
3033,990,1,1.0,-1.0,0.034170945,2,1,1,0.311743736,0
3036,993,1,1.0,1.0,0.034170945,2,0,1,0.329051018,0
3037,994,-1,1.0,-1.0,0.02,2,0,2,0.102690458,0
3038,995,0,1.0,1.0,0.497498683,2,1,2,0.296240091,0
3039,996,0,1.0,1.0,0.099749555,2,1,2,0.335001707,0
3043,1000,-1,-1.0,-1.0,0.02,2,0,2,0.243546009,0
3045,1002,1,-1.0,-1.0,0.291182282,2,1,1,0.634747028,0
3046,1003,1,-1.0,-1.0,0.099749555,2,0,2,0.19454217,0
3049,1006,1,1.0,1.0,0.034170945,2,0,1,0.394176722,0
3051,1008,-1,-1.0,-1.0,0.034170945,2,0,2,0.464170933,0
3052,1009,1,-1.0,-1.0,0.497498683,2,1,1,0.284950733,0
3054,1011,1,1.0,-1.0,0.170426826,2,1,1,0.347716093,0
3055,1012,0,-1.0,-1.0,0.02,2,0,2,0.388392925,0
3057,1014,1,-1.0,-1.0,0.85,2,1,1,0.464897156,0
3063,1020,1,1.0,1.0,0.02,2,0,1,0.294380426,0
3065,1022,-1,1.0,1.0,0.497498683,2,1,2,0.658862829,0
3068,1025,1,-1.0,-1.0,0.170426826,2,1,1,0.565894365,0
3069,1026,1,1.0,1.0,0.058382673,2,1,2,0.412119627,0
3073,1030,1,-1.0,1.0,0.170426826,2,1,2,0.491701365,0
3074,1031,1,1.0,-1.0,0.099749555,2,1,1,0.414250851,0
3076,1033,-1,-1.0,1.0,0.099749555,2,1,2,0.56580615,0
3078,1035,0,-1.0,-1.0,0.85,2,1,1,0.451850653,0
3084,1041,1,1.0,1.0,0.497498683,2,1,2,0.291536808,0
3085,1042,1,1.0,-1.0,0.497498683,2,1,1,0.529446602,0
3088,1045,1,1.0,-1.0,0.058382673,2,0,2,0.673015594,0
3089,1046,1,1.0,1.0,0.291182282,2,1,2,0.514096737,0
3093,1050,0,-1.0,1.0,0.497498683,2,1,2,0.666628361,0
3094,1051,1,-1.0,1.0,0.497498683,2,1,2,0.336260319,0
3099,1056,1,-1.0,1.0,0.170426826,2,1,2,0.54161191,0
3100,1057,1,-1.0,-1.0,0.291182282,2,1,1,0.443439007,0
3104,1061,0,1.0,-1.0,0.099749555,2,0,2,0.352130175,0
3105,1062,1,-1.0,1.0,0.497498683,2,1,2,0.451399803,0
3107,1064,1,-1.0,1.0,0.099749555,2,1,2,0.513066292,0
3110,1067,-1,1.0,1.0,0.497498683,2,0,1,0.931327581,0
3114,1071,1,1.0,1.0,0.034170945,2,1,2,0.361977816,0
3117,1074,1,1.0,-1.0,0.034170945,2,1,1,0.355209589,0
3118,1075,1,1.0,-1.0,0.058382673,2,0,2,0.394793749,0
3119,1076,1,-1.0,-1.0,0.02,2,1,1,0.609034777,0
3121,1078,1,-1.0,1.0,0.170426826,2,1,2,0.380694389,0
3126,1083,-1,-1.0,-1.0,0.497498683,2,1,1,0.421427011,0
3127,1084,1,-1.0,1.0,0.02,2,1,2,0.309991598,0
3128,1085,1,-1.0,-1.0,0.034170945,2,1,1,0.347213984,0
3132,1089,1,-1.0,-1.0,0.170426826,2,1,1,0.446165085,0
3133,1090,1,1.0,-1.0,0.058382673,2,0,2,0.290977001,0
3134,1091,0,1.0,1.0,0.02,2,0,1,0.474940538,0
3137,1094,0,-1.0,-1.0,0.291182282,2,1,1,0.468894005,0
3138,1095,1,-1.0,1.0,0.034170945,2,0,1,0.386626959,0
3139,1096,1,1.0,1.0,0.291182282,2,0,1,0.458653927,0
3144,1101,-1,1.0,1.0,0.497498683,2,1,2,0.460841894,0
3149,1106,0,-1.0,-1.0,0.170426826,2,0,2,0.469441652,0
3150,1107,-1,-1.0,-1.0,0.058382673,2,1,1,0.429435015,0
3151,1108,1,-1.0,-1.0,0.497498683,2,1,1,0.275603533,0
3152,1109,1,1.0,1.0,0.291182282,2,1,2,0.289247274,0
3154,1111,1,1.0,1.0,0.291182282,2,1,2,0.254142761,0
3155,1112,1,-1.0,-1.0,0.034170945,2,1,1,0.190406799,0
3157,1114,1,-1.0,1.0,0.291182282,2,1,2,0.347920179,0
3158,1115,1,-1.0,1.0,0.099749555,2,0,1,0.327195883,0
3160,1117,1,-1.0,1.0,0.291182282,2,1,2,0.333255053,0
3162,0,0,0.0,0.0,0.0,0,0,0,0.0,0
3164,1121,1,-1.0,-1.0,0.497498683,2,0,2,0.477876902,0
3165,1122,1,1.0,-1.0,0.497498683,2,1,1,0.40083909,0
3166,1123,-1,1.0,1.0,0.099749555,2,1,2,0.446188688,0
3167,1124,-1,-1.0,-1.0,0.058382673,2,1,1,0.404763699,0
3169,0,0,0.0,0.0,0.0,0,0,0,0.0,0
3171,1128,1,-1.0,-1.0,0.497498683,2,1,1,0.388632774,0
3172,1129,1,1.0,-1.0,0.099749555,2,0,2,0.325883627,0
3173,1130,0,1.0,1.0,0.034170945,2,1,2,0.385614872,0
3174,1131,1,1.0,1.0,0.099749555,2,0,1,0.565411091,0
