,trialsIdx,conditions,rOri,lOri,xvals,respLoc,accuracy,targetLoc,RT,factor2
1,0,0,0.0,0.0,0.0,0,0,0,0.0,0
2,3,1,0.75,0.75,0.291182282,2,1,2,0.49629879,0
4,5,-1,-0.75,0.75,0.497498683,2,0,1,0.636641979,0
13,14,1,-0.75,0.75,0.85,2,0,1,0.467675209,0
14,15,1,-0.75,-0.75,0.291182282,2,1,1,0.506321907,0
16,17,-1,0.75,0.75,0.291182282,2,1,2,0.60177803,0
17,18,1,-0.75,-0.75,0.058382673,2,0,2,0.339079142,0
23,24,1,-0.75,0.75,0.85,2,0,1,0.366484165,0
27,28,-1,-0.75,-0.75,0.099749555,2,1,1,0.446033001,0
28,29,1,0.75,-0.75,0.85,2,1,1,0.398980141,0
29,30,1,0.75,-0.75,0.497498683,2,1,1,0.377597809,0
30,31,1,-0.75,-0.75,0.85,2,1,1,0.24481988,0
31,32,1,0.75,-0.75,0.497498683,2,1,1,0.313171864,0
34,35,-1,0.75,0.75,0.058382673,2,1,2,0.473439693,0
35,36,1,-0.75,0.75,0.034170945,2,1,2,0.376446962,0
38,39,0,-0.75,-0.75,0.099749555,2,0,2,0.314332962,0
39,40,1,-0.75,-0.75,0.497498683,2,0,2,0.551221848,0
41,0,0,0.0,0.0,0.0,0,0,0,0.0,0
42,43,1,0.75,0.75,0.497498683,2,1,2,0.322263241,0
45,46,1,0.75,-0.75,0.291182282,2,0,2,0.560922384,0
46,47,1,0.75,0.75,0.02,2,0,1,0.929804325,0
47,48,1,-0.75,0.75,0.170426826,2,1,2,0.341005564,0
48,0,0,0.0,0.0,0.0,0,0,0,0.0,0
50,0,0,0.0,0.0,0.0,0,0,0,0.0,0
51,52,1,0.75,0.75,0.058382673,2,1,2,0.408694983,0
52,53,-1,0.75,0.75,0.170426826,2,1,2,0.46940732,0
53,0,0,0.0,0.0,0.0,0,0,0,0.0,0
55,0,0,0.0,0.0,0.0,0,0,0,0.0,0
58,59,-1,0.75,0.75,0.291182282,2,0,1,0.574856281,0
59,60,1,-0.75,-0.75,0.497498683,2,1,1,0.487361193,0
62,63,1,0.75,0.75,0.85,2,1,2,0.359167337,0
63,64,1,0.75,-0.75,0.034170945,2,1,1,0.499142408,0
64,65,-1,-0.75,0.75,0.291182282,2,0,1,0.415926456,0
67,68,-1,-0.75,-0.75,0.034170945,2,0,2,0.361455679,0
71,72,-1,-0.75,0.75,0.058382673,2,0,1,0.402089834,0
72,73,1,0.75,-0.75,0.058382673,2,1,1,0.332466125,0
73,74,1,0.75,0.75,0.099749555,2,0,1,0.596425772,0
75,76,1,0.75,-0.75,0.497498683,2,1,1,0.35300374,0
76,77,1,-0.75,0.75,0.291182282,2,1,2,0.522494555,0
80,81,1,-0.75,-0.75,0.85,2,1,1,0.462600946,0
82,83,-1,0.75,-0.75,0.291182282,2,1,1,0.508188963,0
83,84,0,-0.75,0.75,0.02,2,0,1,0.514524937,0
85,86,1,-0.75,-0.75,0.170426826,2,1,1,0.399013996,0
86,87,0,0.75,0.75,0.291182282,2,1,2,0.331952095,0
87,88,1,0.75,-0.75,0.02,2,0,2,0.351963758,0
88,89,1,-0.75,-0.75,0.291182282,2,1,1,0.361698866,0
91,0,0,0.0,0.0,0.0,0,0,0,0.0,0
93,0,0,0.0,0.0,0.0,0,0,0,0.0,0
96,97,1,0.75,0.75,0.497498683,2,1,2,0.398458004,0
97,0,0,0.0,0.0,0.0,0,0,0,0.0,0
98,99,0,0.75,0.75,0.02,2,0,1,0.595048904,0
99,100,-1,-0.75,0.75,0.497498683,2,1,2,0.51609087,0
100,0,0,0.0,0.0,0.0,0,0,0,0.0,0
101,42,1,0.75,0.75,0.170426826,2,1,2,0.353734732,0
102,49,1,-0.75,-0.75,0.02,2,0,2,0.401196241,0
104,54,1,0.75,0.75,0.497498683,2,1,2,0.339584827,0
106,92,1,-0.75,-0.75,0.170426826,2,1,1,0.282891989,0
110,101,1,0.75,-0.75,0.170426826,2,1,1,0.445287228,0
111,102,1,0.75,0.75,0.099749555,2,1,2,0.351542711,0
114,105,1,-0.75,0.75,0.497498683,2,1,2,0.42008996,0
115,106,1,0.75,0.75,0.058382673,2,1,2,1.264252901,0
116,0,0,0.0,0.0,0.0,0,0,0,0.0,0
117,108,1,0.75,0.75,0.099749555,2,1,2,0.847148657,0
119,0,0,0.0,0.0,0.0,0,0,0,0.0,0
123,114,1,-0.75,-0.75,0.099749555,2,0,2,0.397501945,0
124,0,0,0.0,0.0,0.0,0,0,0,0.0,0
126,117,0,0.75,-0.75,0.02,2,1,1,0.698189735,0
127,118,0,-0.75,-0.75,0.291182282,2,0,2,0.618543386,0
128,0,0,0.0,0.0,0.0,0,0,0,0.0,0
129,120,1,-0.75,-0.75,0.85,2,0,2,0.499503374,0
132,0,0,0.0,0.0,0.0,0,0,0,0.0,0
133,124,0,0.75,0.75,0.099749555,2,1,2,0.664649963,0
135,126,1,0.75,-0.75,0.85,2,0,2,0.483255148,0
137,128,1,0.75,-0.75,0.85,2,0,2,0.522809029,0
138,129,1,0.75,-0.75,0.099749555,2,0,2,0.609922886,0
139,130,1,-0.75,-0.75,0.02,2,1,1,0.545165062,0
140,131,0,-0.75,0.75,0.170426826,2,1,2,0.679782629,0
141,132,-1,0.75,-0.75,0.85,2,0,2,1.131583691,0
142,133,1,0.75,-0.75,0.170426826,2,1,1,0.422140121,0
144,135,1,-0.75,0.75,0.291182282,2,1,2,0.550089836,0
145,136,1,0.75,0.75,0.034170945,2,1,2,0.415586233,0
146,137,0,-0.75,0.75,0.291182282,2,0,1,0.720329762,0
148,0,0,0.0,0.0,0.0,0,0,0,0.0,0
149,140,1,-0.75,0.75,0.170426826,2,1,2,0.468209982,0
151,142,1,-0.75,-0.75,0.058382673,2,0,2,0.481657982,0
152,143,0,0.75,0.75,0.170426826,2,1,2,0.492671013,0
153,144,-1,0.75,-0.75,0.170426826,2,0,2,1.186837912,0
154,145,1,0.75,-0.75,0.170426826,2,0,2,0.497092724,0
155,146,1,0.75,0.75,0.034170945,2,1,2,0.532514811,0
156,147,0,-0.75,-0.75,0.170426826,2,1,1,0.680814981,0
157,148,1,0.75,-0.75,0.170426826,2,1,1,0.462501049,0
160,151,1,0.75,-0.75,0.099749555,2,0,2,0.609811783,0
163,154,1,0.75,-0.75,0.099749555,2,0,2,0.716582537,0
164,155,-1,-0.75,0.75,0.85,2,1,2,0.857404947,0
166,157,1,-0.75,0.75,0.02,2,1,2,0.857876778,0
169,160,1,0.75,-0.75,0.058382673,2,0,2,0.503203869,0
170,161,1,0.75,0.75,0.058382673,2,1,2,0.977754593,0
171,162,0,-0.75,0.75,0.291182282,2,0,1,0.557052135,0
173,164,-1,0.75,-0.75,0.02,2,1,1,0.687606096,0
174,165,0,-0.75,-0.75,0.291182282,2,0,2,0.574038744,0
178,169,0,-0.75,-0.75,0.497498683,2,1,1,0.40372014,0
181,172,-1,-0.75,-0.75,0.099749555,2,0,2,0.691765785,0
182,173,1,-0.75,-0.75,0.170426826,2,1,1,0.41065073,0
184,175,-1,0.75,-0.75,0.85,2,1,1,0.538563967,0
187,178,0,0.75,-0.75,0.85,2,1,1,1.415459394,0
190,181,0,-0.75,-0.75,0.291182282,2,1,1,0.868834019,0
193,0,0,0.0,0.0,0.0,0,0,0,0.0,0
196,0,0,0.0,0.0,0.0,0,0,0,0.0,0
197,0,0,0.0,0.0,0.0,0,0,0,0.0,0
200,191,-1,-0.75,-0.75,0.034170945,2,0,2,0.869714975,0
201,192,0,-0.75,0.75,0.02,2,0,1,0.940341711,0
203,194,0,-0.75,0.75,0.170426826,2,1,2,0.559351683,0
206,197,1,-0.75,-0.75,0.058382673,2,0,2,0.484232426,0
207,198,-1,0.75,0.75,0.034170945,2,0,1,0.596226215,0
209,0,0,0.0,0.0,0.0,0,0,0,0.0,0
210,107,1,-0.75,0.75,0.034170945,2,1,2,0.580781698,0
213,119,1,0.75,-0.75,0.85,2,0,2,1.482193232,0
216,184,1,0.75,0.75,0.02,2,1,2,0.931835651,0
218,188,1,-0.75,0.75,0.099749555,2,1,2,0.447238922,0
219,200,0,-0.75,-0.75,0.85,2,1,1,0.749605417,0
220,201,0,0.75,0.75,0.291182282,2,1,2,0.366346836,0
221,202,1,-0.75,0.75,0.85,2,1,2,0.321367025,0
223,204,-1,0.75,0.75,0.85,2,1,2,0.418372154,0
224,205,1,0.75,0.75,0.497498683,2,1,2,0.36481595,0
225,206,0,0.75,-0.75,0.02,2,1,1,0.58242321,0
226,207,1,-0.75,-0.75,0.034170945,2,1,1,0.494740963,0
229,210,1,-0.75,-0.75,0.291182282,2,1,1,0.348842859,0
232,213,0,-0.75,-0.75,0.170426826,2,1,1,0.347793102,0
233,214,1,0.75,-0.75,0.85,2,1,1,0.361358643,0
234,215,1,-0.75,0.75,0.85,2,1,2,0.388202906,0
235,216,0,0.75,-0.75,0.497498683,2,1,1,1.418398142,0
236,217,1,0.75,-0.75,0.099749555,2,1,1,0.506043673,0
237,218,1,0.75,0.75,0.497498683,2,1,2,0.320142984,0
238,0,0,0.0,0.0,0.0,0,0,0,0.0,0
239,220,1,0.75,-0.75,0.034170945,2,0,2,0.400067568,0
240,221,1,0.75,0.75,0.291182282,2,1,2,1.495573044,0
241,222,0,-0.75,0.75,0.058382673,2,1,2,0.50928688,0
243,224,-1,0.75,0.75,0.034170945,2,0,1,0.49022913,0
245,226,-1,0.75,0.75,0.291182282,2,1,2,0.521440744,0
248,229,1,-0.75,-0.75,0.85,2,1,1,0.427228212,0
250,231,-1,0.75,-0.75,0.291182282,2,0,2,0.613857031,0
253,234,1,0.75,0.75,0.02,2,0,1,0.791539192,0
257,238,1,-0.75,0.75,0.058382673,2,1,2,0.531876087,0
258,239,-1,-0.75,-0.75,0.099749555,2,0,2,0.990042925,0
261,242,1,-0.75,0.75,0.02,2,0,1,0.425111294,0
264,245,0,-0.75,0.75,0.034170945,2,0,1,0.644336224,0
266,247,1,0.75,0.75,0.170426826,2,1,2,0.36809206,0
267,248,0,-0.75,-0.75,0.170426826,2,1,1,0.49634099,0
270,251,1,-0.75,0.75,0.034170945,2,0,1,0.52882719,0
271,252,-1,-0.75,0.75,0.291182282,2,1,2,0.514686823,0
272,253,1,0.75,-0.75,0.02,2,1,1,0.423226595,0
273,254,1,-0.75,-0.75,0.02,2,1,1,0.432804823,0
274,255,1,0.75,-0.75,0.02,2,0,2,0.361302137,0
275,0,0,0.0,0.0,0.0,0,0,0,0.0,0
276,257,1,0.75,-0.75,0.02,2,1,1,0.35178113,0
277,258,1,0.75,-0.75,0.034170945,2,0,2,0.443230391,0
278,259,-1,-0.75,-0.75,0.497498683,2,1,1,0.567691803,0
282,263,-1,0.75,-0.75,0.099749555,2,0,2,0.48271203,0
283,264,0,-0.75,-0.75,0.058382673,2,0,2,0.440323353,0
284,265,-1,-0.75,0.75,0.099749555,2,1,2,0.50366044,0
286,267,1,-0.75,0.75,0.291182282,2,1,2,0.393015385,0
288,269,1,-0.75,0.75,0.034170945,2,1,2,0.756637096,0
289,0,0,0.0,0.0,0.0,0,0,0,0.0,0
293,274,-1,0.75,-0.75,0.170426826,2,0,2,0.496446371,0
294,275,-1,0.75,0.75,0.058382673,2,1,2,0.971719742,0
297,278,1,0.75,0.75,0.497498683,2,1,2,0.647674799,0
299,280,1,-0.75,-0.75,0.291182282,2,1,1,0.448288679,0
301,282,0,0.75,0.75,0.034170945,2,0,1,1.906917572,0
302,283,1,0.75,-0.75,0.058382673,2,1,1,0.671425104,0
303,284,1,0.75,-0.75,0.170426826,2,1,1,0.500607729,0
311,292,1,-0.75,-0.75,0.291182282,2,1,1,1.716511965,0
312,293,1,-0.75,0.75,0.85,2,1,2,0.424982071,0
313,294,-1,-0.75,-0.75,0.034170945,2,0,2,0.425690651,0
314,295,1,-0.75,0.75,0.497498683,2,1,2,0.442860603,0
315,296,1,0.75,-0.75,0.058382673,2,0,2,0.407032251,0
316,297,1,-0.75,-0.75,0.85,2,1,1,0.82354188,0
320,219,-1,-0.75,0.75,0.099749555,2,0,1,0.702623129,0
322,270,1,-0.75,-0.75,0.02,2,1,1,1.041543484,0
323,301,1,0.75,-0.75,0.291182282,2,1,1,1.339253426,0
325,303,-1,-0.75,-0.75,0.099749555,2,1,1,0.533567905,0
326,304,0,0.75,-0.75,0.497498683,2,1,1,1.537471771,0
328,306,-1,0.75,0.75,0.85,2,1,2,0.587064028,0
330,308,1,0.75,0.75,0.291182282,2,1,2,0.505736351,0
331,309,-1,-0.75,0.75,0.85,2,1,2,0.463731527,0
332,310,1,0.75,-0.75,0.099749555,2,0,2,0.715308666,0
334,312,0,0.75,0.75,0.85,2,1,2,1.559079409,0
335,313,1,0.75,0.75,0.099749555,2,1,2,0.561541796,0
336,314,1,-0.75,-0.75,0.034170945,2,0,2,0.795565128,0
338,316,-1,0.75,-0.75,0.099749555,2,0,2,0.818115711,0
342,320,0,0.75,0.75,0.02,2,1,2,0.518406153,0
343,321,1,-0.75,-0.75,0.291182282,2,1,1,0.51324439,0
344,322,1,-0.75,-0.75,0.099749555,2,1,1,0.871301174,0
345,323,-1,0.75,-0.75,0.058382673,2,1,1,0.61428237,0
346,324,-1,-0.75,0.75,0.497498683,2,1,2,0.846364737,0
348,326,0,-0.75,0.75,0.058382673,2,1,2,0.523420095,0
349,327,1,0.75,-0.75,0.497498683,2,1,1,0.315042734,0
350,328,0,0.75,0.75,0.058382673,2,1,2,0.349087715,0
351,329,0,-0.75,-0.75,0.02,2,1,1,0.57130599,0
355,333,-1,0.75,0.75,0.85,2,1,2,0.6488204,0
356,334,1,-0.75,-0.75,0.291182282,2,1,1,0.662985325,0
360,338,0,-0.75,0.75,0.02,2,0,1,0.413902998,0
362,340,-1,0.75,-0.75,0.099749555,2,1,1,0.80734396,0
364,342,1,0.75,0.75,0.170426826,2,1,2,0.304290295,0
365,343,1,0.75,0.75,0.099749555,2,1,2,0.290821314,0
366,344,1,0.75,0.75,0.170426826,2,1,2,0.737579823,0
369,347,1,0.75,-0.75,0.497498683,2,1,1,0.448150158,0
370,348,-1,0.75,-0.75,0.85,2,1,1,0.435170889,0
372,350,1,0.75,-0.75,0.291182282,2,1,1,0.306177855,0
374,352,-1,-0.75,-0.75,0.291182282,2,0,2,0.580447674,0
375,353,0,-0.75,-0.75,0.85,2,1,1,0.30739212,0
376,354,-1,-0.75,-0.75,0.099749555,2,0,2,0.506561279,0
380,358,1,0.75,-0.75,0.034170945,2,1,1,0.522313118,0
381,359,1,0.75,0.75,0.170426826,2,1,2,0.31061697,0
384,362,1,0.75,0.75,0.497498683,2,0,1,0.652649879,0
387,365,1,-0.75,0.75,0.291182282,2,1,2,0.582108498,0
389,367,1,-0.75,-0.75,0.099749555,2,0,2,0.533650875,0
390,368,-1,-0.75,0.75,0.291182282,2,0,1,1.302790642,0
391,369,0,-0.75,0.75,0.034170945,2,0,1,0.748373985,0
395,373,1,0.75,0.75,0.497498683,2,0,1,1.744867563,0
396,374,1,-0.75,0.75,0.170426826,2,1,2,0.460656166,0
400,378,1,-0.75,0.75,0.497498683,2,1,2,1.034492731,0
406,384,1,-0.75,0.75,0.170426826,2,0,1,0.493804693,0
407,0,0,0.0,0.0,0.0,0,0,0,0.0,0
409,387,-1,0.75,0.75,0.058382673,2,1,2,0.563726664,0
411,389,-1,0.75,0.75,0.85,2,1,2,1.894824743,0
417,395,-1,-0.75,0.75,0.02,2,0,1,0.563183069,0
420,398,1,-0.75,-0.75,0.170426826,2,0,2,0.67677021,0
427,404,1,0.75,0.75,0.85,2,1,2,0.449981213,0
429,406,0,-0.75,0.75,0.85,2,1,2,0.489918947,0
430,407,-1,0.75,-0.75,0.497498683,2,0,2,0.630666733,0
437,414,1,-0.75,0.75,0.170426826,2,1,2,0.424661875,0
439,416,-1,-0.75,-0.75,0.058382673,2,0,2,0.644686222,0
440,417,0,-0.75,-0.75,0.291182282,2,0,2,0.922393799,0
442,419,0,0.75,-0.75,0.170426826,2,0,2,0.479385376,0
443,420,1,0.75,0.75,0.034170945,2,1,2,1.067684889,0
446,423,-1,0.75,0.75,0.170426826,2,0,1,1.716666937,0
447,424,1,-0.75,0.75,0.099749555,2,1,2,0.736961126,0
449,426,-1,-0.75,-0.75,0.170426826,2,1,1,0.557184458,0
451,428,-1,0.75,0.75,0.099749555,2,0,1,0.558650017,0
452,429,1,-0.75,0.75,0.058382673,2,1,2,0.733943224,0
454,431,1,-0.75,-0.75,0.034170945,2,0,2,0.560750246,0
455,432,0,0.75,-0.75,0.291182282,2,1,1,0.661453009,0
458,435,-1,-0.75,-0.75,0.170426826,2,0,2,1.019893169,0
459,436,1,-0.75,0.75,0.85,2,0,1,1.2483778,0
461,438,1,-0.75,0.75,0.099749555,2,1,2,1.409183741,0
462,439,1,0.75,-0.75,0.170426826,2,1,1,0.924059868,0
463,440,1,-0.75,-0.75,0.497498683,2,0,2,0.481112719,0
467,444,1,0.75,-0.75,0.099749555,2,0,2,0.970999002,0
468,445,1,-0.75,-0.75,0.291182282,2,0,2,1.640204906,0
469,446,-1,-0.75,-0.75,0.02,2,0,2,0.818082333,0
470,447,0,0.75,-0.75,0.058382673,2,0,2,1.541918993,0
471,448,1,-0.75,0.75,0.099749555,2,1,2,0.440930843,0
473,450,1,0.75,0.75,0.170426826,2,0,1,0.606647968,0
476,453,0,0.75,0.75,0.170426826,2,1,2,0.90673995,0
478,455,1,-0.75,-0.75,0.291182282,2,1,1,0.472154856,0
483,460,1,0.75,-0.75,0.170426826,2,1,1,0.570510626,0
484,461,0,-0.75,-0.75,0.02,2,1,1,0.447295904,0
487,464,1,0.75,-0.75,0.058382673,2,0,2,1.268170118,0
489,466,-1,-0.75,-0.75,0.85,2,0,2,1.670041084,0
491,468,1,-0.75,0.75,0.02,2,0,1,0.740611792,0
492,469,0,0.75,-0.75,0.034170945,2,0,2,1.09048748,0
493,470,1,-0.75,0.75,0.291182282,2,0,1,2.113337994,0
494,471,0,-0.75,-0.75,0.291182282,2,1,1,0.707874537,0
496,473,0,0.75,-0.75,0.099749555,2,1,1,0.519803047,0
499,476,1,-0.75,-0.75,0.034170945,2,1,1,0.953806877,0
500,477,1,-0.75,0.75,0.099749555,2,0,1,0.988812208,0
502,479,-1,0.75,0.75,0.034170945,2,1,2,0.54557991,0
503,480,1,-0.75,0.75,0.291182282,2,1,2,0.383959293,0
504,481,-1,-0.75,0.75,0.099749555,2,1,2,0.527314901,0
505,482,0,-0.75,0.75,0.85,2,1,2,0.321618795,0
506,483,0,-0.75,0.75,0.099749555,2,1,2,0.327790022,0
507,484,1,0.75,-0.75,0.291182282,2,1,1,0.55756402,0
510,487,1,0.75,0.75,0.034170945,2,1,2,0.70715332,0
511,488,1,0.75,-0.75,0.099749555,2,1,1,0.311467409,0
513,490,-1,0.75,-0.75,0.291182282,2,1,1,0.5753057,0
514,491,-1,-0.75,0.75,0.497498683,2,1,2,1.20237422,0
516,493,1,-0.75,-0.75,0.058382673,2,1,1,0.498482704,0
517,494,1,-0.75,-0.75,0.099749555,2,0,2,0.592352867,0
519,496,1,-0.75,0.75,0.058382673,2,0,1,0.587493896,0
520,497,0,0.75,0.75,0.02,2,1,2,0.904921055,0
522,0,0,0.0,0.0,0.0,0,0,0,0.0,0
523,500,1,0.75,0.75,0.02,2,0,1,0.679855824,0
524,499,1,0.75,0.75,0.099749555,2,1,2,0.532050133,0
526,502,1,0.75,-0.75,0.02,2,0,2,0.55383873,0
527,503,-1,-0.75,-0.75,0.291182282,2,1,1,1.101832628,0
529,505,1,-0.75,0.75,0.058382673,2,1,2,0.44154501,0
530,506,1,0.75,0.75,0.02,2,1,2,0.540260553,0
532,508,1,0.75,0.75,0.291182282,2,1,2,0.419730902,0
533,509,1,-0.75,-0.75,0.058382673,2,0,2,0.404270887,0
534,510,1,0.75,0.75,0.291182282,2,1,2,0.501578331,0
536,512,0,-0.75,0.75,0.099749555,2,0,1,1.437937975,0
538,514,1,-0.75,-0.75,0.85,2,1,1,0.337918282,0
540,516,0,-0.75,0.75,0.034170945,2,0,1,0.572016478,0
541,517,1,-0.75,-0.75,0.099749555,2,0,2,0.661508799,0
542,518,1,-0.75,-0.75,0.099749555,2,1,1,0.520823002,0
544,520,1,0.75,-0.75,0.099749555,2,0,2,1.780376911,0
547,523,0,-0.75,0.75,0.058382673,2,1,2,1.240530014,0
549,525,1,0.75,0.75,0.058382673,2,0,1,0.531686783,0
550,526,1,0.75,0.75,0.099749555,2,0,1,1.668559551,0
552,528,1,-0.75,0.75,0.058382673,2,0,1,0.446151257,0
555,531,1,0.75,-0.75,0.497498683,2,0,2,0.67959094,0
556,532,1,-0.75,0.75,0.85,2,1,2,0.699069738,0
557,533,1,-0.75,-0.75,0.058382673,2,0,2,0.368353844,0
558,534,1,-0.75,-0.75,0.034170945,2,1,1,0.55334878,0
560,536,1,-0.75,0.75,0.099749555,2,1,2,0.467180967,0
564,540,1,-0.75,-0.75,0.85,2,0,2,0.693785906,0
565,541,1,-0.75,-0.75,0.291182282,2,1,1,0.663960218,0
566,542,1,-0.75,0.75,0.497498683,2,1,2,0.639052153,0
569,545,0,0.75,0.75,0.497498683,2,1,2,0.590778828,0
570,546,0,-0.75,0.75,0.497498683,2,1,2,0.398275614,0
571,547,1,-0.75,0.75,0.497498683,2,1,2,0.417725801,0
574,550,0,-0.75,0.75,0.058382673,2,1,2,0.68466568,0
575,551,-1,-0.75,0.75,0.291182282,2,1,2,0.506137848,0
576,552,1,-0.75,0.75,0.034170945,2,0,1,0.505968094,0
580,556,-1,-0.75,-0.75,0.85,2,0,2,0.624896049,0
582,558,1,0.75,-0.75,0.497498683,2,1,1,0.636348963,0
583,559,1,-0.75,-0.75,0.02,2,0,2,0.628422499,0
588,564,1,-0.75,-0.75,0.02,2,1,1,0.399817467,0
590,566,-1,0.75,0.75,0.099749555,2,1,2,0.576756716,0
593,0,0,0.0,0.0,0.0,0,0,0,0.0,0
594,0,0,0.0,0.0,0.0,0,0,0,0.0,0
595,571,0,0.75,-0.75,0.85,2,1,1,1.265038252,0
596,572,-1,-0.75,0.75,0.02,2,0,1,2.057623148,0
597,573,-1,0.75,-0.75,0.85,2,1,1,1.262423515,0
598,574,-1,0.75,-0.75,0.170426826,2,1,1,0.470181942,0
600,576,1,0.75,-0.75,0.099749555,2,0,2,0.499519825,0
601,577,0,0.75,-0.75,0.02,2,1,1,1.094044924,0
602,578,-1,0.75,-0.75,0.034170945,2,1,1,0.483050585,0
603,579,1,0.75,-0.75,0.85,2,1,1,0.483412027,0
604,580,1,-0.75,-0.75,0.170426826,2,1,1,0.328068972,0
605,581,1,0.75,0.75,0.058382673,2,1,2,0.509200335,0
607,583,1,-0.75,-0.75,0.85,2,1,1,0.619059086,0
613,0,0,0.0,0.0,0.0,0,0,0,0.0,0
614,590,1,-0.75,-0.75,0.85,2,1,1,0.377613783,0
618,0,0,0.0,0.0,0.0,0,0,0,0.0,0
619,595,1,0.75,-0.75,0.058382673,2,1,1,0.661422253,0
621,597,1,0.75,0.75,0.058382673,2,0,1,0.499814749,0
622,0,0,0.0,0.0,0.0,0,0,0,0.0,0
623,599,0,-0.75,0.75,0.099749555,2,1,2,0.765226841,0
626,570,1,0.75,0.75,0.034170945,2,0,1,0.49525094,0
628,594,1,-0.75,0.75,0.058382673,2,0,1,0.388075829,0
631,602,1,0.75,0.75,0.85,2,1,2,0.662045717,0
632,603,-1,0.75,0.75,0.170426826,2,0,1,1.454473972,0
634,605,1,-0.75,0.75,0.291182282,2,1,2,0.383898497,0
635,606,1,0.75,-0.75,0.02,2,1,1,0.432908058,0
636,607,1,-0.75,0.75,0.497498683,2,1,2,0.969274521,0
637,608,1,-0.75,0.75,0.291182282,2,1,2,0.453386784,0
639,610,0,-0.75,0.75,0.85,2,1,2,0.395200491,0
643,614,-1,0.75,-0.75,0.291182282,2,1,1,0.563740253,0
644,615,0,0.75,0.75,0.02,2,0,1,0.600716114,0
646,617,0,0.75,0.75,0.291182282,2,1,2,0.400129795,0
649,620,-1,-0.75,0.75,0.058382673,2,1,2,0.653575659,0
650,621,1,0.75,-0.75,0.170426826,2,1,1,0.334045887,0
653,624,1,-0.75,0.75,0.034170945,2,1,2,0.398709297,0
655,626,1,-0.75,0.75,0.058382673,2,0,1,0.377566814,0
656,627,1,0.75,0.75,0.058382673,2,0,1,0.496270895,0
658,629,0,0.75,0.75,0.291182282,2,1,2,0.323598385,0
660,631,1,-0.75,-0.75,0.85,2,1,1,0.303007841,0
664,635,1,-0.75,-0.75,0.497498683,2,1,1,0.322918177,0
665,636,1,0.75,-0.75,0.058382673,2,1,1,0.436440706,0
666,637,1,0.75,-0.75,0.058382673,2,0,2,0.511303902,0
667,638,1,-0.75,-0.75,0.497498683,2,1,1,0.314077854,0
673,644,1,0.75,0.75,0.85,2,1,2,0.604038715,0
674,645,0,-0.75,0.75,0.058382673,2,1,2,0.627702713,0
679,650,1,0.75,-0.75,0.291182282,2,1,1,0.753820658,0
680,651,1,0.75,0.75,0.034170945,2,1,2,0.611351967,0
684,655,1,0.75,0.75,0.099749555,2,1,2,1.013697624,0
690,661,-1,-0.75,-0.75,0.497498683,2,0,2,0.632014036,0
691,662,1,-0.75,0.75,0.85,2,1,2,0.47262311,0
692,663,0,-0.75,0.75,0.170426826,2,1,2,0.496342897,0
696,667,1,-0.75,0.75,0.497498683,2,1,2,0.351338148,0
701,672,-1,0.75,-0.75,0.02,2,1,1,0.364179611,0
704,675,0,0.75,-0.75,0.85,2,1,1,0.507096529,0
705,676,-1,-0.75,0.75,0.85,2,1,2,0.881511211,0
708,679,0,-0.75,0.75,0.058382673,2,1,2,0.382102966,0
709,680,1,0.75,0.75,0.02,2,1,2,0.471171856,0
711,682,1,0.75,-0.75,0.099749555,2,1,1,0.90312624,0
712,683,1,0.75,-0.75,0.170426826,2,0,2,0.352109194,0
714,685,-1,-0.75,-0.75,0.85,2,0,2,1.212197781,0
715,686,-1,0.75,0.75,0.099749555,2,1,2,0.6917696,0
717,688,1,0.75,0.75,0.034170945,2,0,1,0.742763042,0
719,690,0,0.75,0.75,0.099749555,2,1,2,0.505979538,0
720,691,1,-0.75,0.75,0.170426826,2,1,2,0.942925692,0
721,692,1,-0.75,-0.75,0.034170945,2,0,2,0.615791559,0
722,693,-1,-0.75,-0.75,0.497498683,2,1,1,0.497866631,0
723,694,0,0.75,0.75,0.034170945,2,0,1,0.574640989,0
725,696,-1,0.75,-0.75,0.058382673,2,1,1,0.539195776,0
726,697,0,-0.75,0.75,0.170426826,2,1,2,0.495687246,0
727,698,1,-0.75,0.75,0.497498683,2,0,1,0.668377161,0
728,699,-1,-0.75,-0.75,0.170426826,2,0,2,0.857249737,0
732,703,0,-0.75,0.75,0.291182282,2,1,2,0.724211216,0
734,705,1,-0.75,-0.75,0.291182282,2,0,2,0.853048086,0
735,706,1,0.75,0.75,0.02,2,1,2,0.544479847,0
736,707,1,-0.75,0.75,0.034170945,2,1,2,0.44473958,0
738,709,1,-0.75,0.75,0.058382673,2,1,2,1.498723507,0
739,710,1,-0.75,0.75,0.034170945,2,1,2,0.493813992,0
740,711,1,-0.75,-0.75,0.099749555,2,1,1,0.508749008,0
742,713,0,0.75,-0.75,0.058382673,2,1,1,0.594931841,0
743,714,1,0.75,-0.75,0.034170945,2,0,2,0.520357132,0
744,715,1,-0.75,0.75,0.291182282,2,1,2,0.59931016,0
745,716,1,-0.75,-0.75,0.497498683,2,1,1,0.40837121,0
746,717,1,0.75,-0.75,0.02,2,1,1,0.331166029,0
747,718,1,0.75,-0.75,0.85,2,0,2,0.593094587,0
750,721,0,0.75,-0.75,0.058382673,2,1,1,2.288792133,0
752,723,0,-0.75,0.75,0.034170945,2,0,1,0.525518417,0
